arrondissement,season,day,hour,mean_volume,sample_size,day_order,season_order
Ahuntsic-Cartierville,All year,Monday,0,1.589,129,0,0
Ahuntsic-Cartierville,All year,Monday,1,1.333,126,0,0
Ahuntsic-Cartierville,All year,Monday,2,0.826,132,0,0
Ahuntsic-Cartierville,All year,Monday,3,0.492,132,0,0
Ahuntsic-Cartierville,All year,Monday,4,1.106,132,0,0
Ahuntsic-Cartierville,All year,Monday,5,3.038,132,0,0
Ahuntsic-Cartierville,All year,Monday,6,7.773,132,0,0
Ahuntsic-Cartierville,All year,Monday,7,17.815,135,0,0
Ahuntsic-Cartierville,All year,Monday,8,20.586,133,0,0
Ahuntsic-Cartierville,All year,Monday,9,11.444,133,0,0
Ahuntsic-Cartierville,All year,Monday,10,10.992,133,0,0
Ahuntsic-Cartierville,All year,Monday,11,13.069,131,0,0
Ahuntsic-Cartierville,All year,Monday,12,14.89,127,0,0
Ahuntsic-Cartierville,All year,Monday,13,14.907,129,0,0
Ahuntsic-Cartierville,All year,Monday,14,15.754,130,0,0
Ahuntsic-Cartierville,All year,Monday,15,22.156,128,0,0
Ahuntsic-Cartierville,All year,Monday,16,29.922,129,0,0
Ahuntsic-Cartierville,All year,Monday,17,33.553,132,0,0
Ahuntsic-Cartierville,All year,Monday,18,22.898,128,0,0
Ahuntsic-Cartierville,All year,Monday,19,14.4,130,0,0
Ahuntsic-Cartierville,All year,Monday,20,10.78,132,0,0
Ahuntsic-Cartierville,All year,Monday,21,8.669,130,0,0
Ahuntsic-Cartierville,All year,Monday,22,5.785,130,0,0
Ahuntsic-Cartierville,All year,Monday,23,2.832,125,0,0
Ahuntsic-Cartierville,All year,Tuesday,0,1.457,127,1,0
Ahuntsic-Cartierville,All year,Tuesday,1,1.007,134,1,0
Ahuntsic-Cartierville,All year,Tuesday,2,0.848,132,1,0
Ahuntsic-Cartierville,All year,Tuesday,3,0.462,132,1,0
Ahuntsic-Cartierville,All year,Tuesday,4,0.947,132,1,0
Ahuntsic-Cartierville,All year,Tuesday,5,3.106,132,1,0
Ahuntsic-Cartierville,All year,Tuesday,6,8.433,134,1,0
Ahuntsic-Cartierville,All year,Tuesday,7,21.925,134,1,0
Ahuntsic-Cartierville,All year,Tuesday,8,27.47,134,1,0
Ahuntsic-Cartierville,All year,Tuesday,9,13.876,129,1,0
Ahuntsic-Cartierville,All year,Tuesday,10,11.25,128,1,0
Ahuntsic-Cartierville,All year,Tuesday,11,12.084,131,1,0
Ahuntsic-Cartierville,All year,Tuesday,12,13.496,127,1,0
Ahuntsic-Cartierville,All year,Tuesday,13,15.548,124,1,0
Ahuntsic-Cartierville,All year,Tuesday,14,17.425,127,1,0
Ahuntsic-Cartierville,All year,Tuesday,15,25.341,126,1,0
Ahuntsic-Cartierville,All year,Tuesday,16,36.462,130,1,0
Ahuntsic-Cartierville,All year,Tuesday,17,45.062,130,1,0
Ahuntsic-Cartierville,All year,Tuesday,18,29.277,130,1,0
Ahuntsic-Cartierville,All year,Tuesday,19,16.477,130,1,0
Ahuntsic-Cartierville,All year,Tuesday,20,12.836,134,1,0
Ahuntsic-Cartierville,All year,Tuesday,21,10.224,134,1,0
Ahuntsic-Cartierville,All year,Tuesday,22,7.515,130,1,0
Ahuntsic-Cartierville,All year,Tuesday,23,3.554,130,1,0
Ahuntsic-Cartierville,All year,Wednesday,0,1.892,120,2,0
Ahuntsic-Cartierville,All year,Wednesday,1,1.08,125,2,0
Ahuntsic-Cartierville,All year,Wednesday,2,0.85,127,2,0
Ahuntsic-Cartierville,All year,Wednesday,3,0.614,127,2,0
Ahuntsic-Cartierville,All year,Wednesday,4,1.238,130,2,0
Ahuntsic-Cartierville,All year,Wednesday,5,3.508,130,2,0
Ahuntsic-Cartierville,All year,Wednesday,6,9.285,130,2,0
Ahuntsic-Cartierville,All year,Wednesday,7,24.454,130,2,0
Ahuntsic-Cartierville,All year,Wednesday,8,30.685,130,2,0
Ahuntsic-Cartierville,All year,Wednesday,9,14.477,130,2,0
Ahuntsic-Cartierville,All year,Wednesday,10,11.208,130,2,0
Ahuntsic-Cartierville,All year,Wednesday,11,12.143,126,2,0
Ahuntsic-Cartierville,All year,Wednesday,12,13.683,126,2,0
Ahuntsic-Cartierville,All year,Wednesday,13,13.367,128,2,0
Ahuntsic-Cartierville,All year,Wednesday,14,13.961,129,2,0
Ahuntsic-Cartierville,All year,Wednesday,15,20.824,125,2,0
Ahuntsic-Cartierville,All year,Wednesday,16,30.772,127,2,0
Ahuntsic-Cartierville,All year,Wednesday,17,40.381,126,2,0
Ahuntsic-Cartierville,All year,Wednesday,18,28.639,133,2,0
Ahuntsic-Cartierville,All year,Wednesday,19,17.389,131,2,0
Ahuntsic-Cartierville,All year,Wednesday,20,12.617,133,2,0
Ahuntsic-Cartierville,All year,Wednesday,21,9.647,133,2,0
Ahuntsic-Cartierville,All year,Wednesday,22,7.215,130,2,0
Ahuntsic-Cartierville,All year,Wednesday,23,3.024,126,2,0
Ahuntsic-Cartierville,All year,Thursday,0,1.922,128,3,0
Ahuntsic-Cartierville,All year,Thursday,1,1.156,128,3,0
Ahuntsic-Cartierville,All year,Thursday,2,0.638,130,3,0
Ahuntsic-Cartierville,All year,Thursday,3,0.515,130,3,0
Ahuntsic-Cartierville,All year,Thursday,4,1.1,130,3,0
Ahuntsic-Cartierville,All year,Thursday,5,2.569,130,3,0
Ahuntsic-Cartierville,All year,Thursday,6,8.023,130,3,0
Ahuntsic-Cartierville,All year,Thursday,7,20.2,130,3,0
Ahuntsic-Cartierville,All year,Thursday,8,23.719,128,3,0
Ahuntsic-Cartierville,All year,Thursday,9,11.435,124,3,0
Ahuntsic-Cartierville,All year,Thursday,10,10.626,123,3,0
Ahuntsic-Cartierville,All year,Thursday,11,11.167,120,3,0
Ahuntsic-Cartierville,All year,Thursday,12,13.017,121,3,0
Ahuntsic-Cartierville,All year,Thursday,13,12.395,124,3,0
Ahuntsic-Cartierville,All year,Thursday,14,15.468,124,3,0
Ahuntsic-Cartierville,All year,Thursday,15,19.918,122,3,0
Ahuntsic-Cartierville,All year,Thursday,16,28.702,121,3,0
Ahuntsic-Cartierville,All year,Thursday,17,34.308,120,3,0
Ahuntsic-Cartierville,All year,Thursday,18,23.065,124,3,0
Ahuntsic-Cartierville,All year,Thursday,19,13.331,124,3,0
Ahuntsic-Cartierville,All year,Thursday,20,10.238,122,3,0
Ahuntsic-Cartierville,All year,Thursday,21,8.033,122,3,0
Ahuntsic-Cartierville,All year,Thursday,22,6.542,120,3,0
Ahuntsic-Cartierville,All year,Thursday,23,4.018,109,3,0
Ahuntsic-Cartierville,All year,Friday,0,1.917,121,4,0
Ahuntsic-Cartierville,All year,Friday,1,1.821,112,4,0
Ahuntsic-Cartierville,All year,Friday,2,1.112,116,4,0
Ahuntsic-Cartierville,All year,Friday,3,0.771,118,4,0
Ahuntsic-Cartierville,All year,Friday,4,1.042,118,4,0
Ahuntsic-Cartierville,All year,Friday,5,2.932,118,4,0
Ahuntsic-Cartierville,All year,Friday,6,6.533,120,4,0
Ahuntsic-Cartierville,All year,Friday,7,16.942,120,4,0
Ahuntsic-Cartierville,All year,Friday,8,19.902,123,4,0
Ahuntsic-Cartierville,All year,Friday,9,12.103,126,4,0
Ahuntsic-Cartierville,All year,Friday,10,12.136,125,4,0
Ahuntsic-Cartierville,All year,Friday,11,12.016,129,4,0
Ahuntsic-Cartierville,All year,Friday,12,15.279,129,4,0
Ahuntsic-Cartierville,All year,Friday,13,16.295,129,4,0
Ahuntsic-Cartierville,All year,Friday,14,19.039,127,4,0
Ahuntsic-Cartierville,All year,Friday,15,24.85,127,4,0
Ahuntsic-Cartierville,All year,Friday,16,28.458,131,4,0
Ahuntsic-Cartierville,All year,Friday,17,29.763,131,4,0
Ahuntsic-Cartierville,All year,Friday,18,20.29,131,4,0
Ahuntsic-Cartierville,All year,Friday,19,13.233,129,4,0
Ahuntsic-Cartierville,All year,Friday,20,10.323,127,4,0
Ahuntsic-Cartierville,All year,Friday,21,9.0,127,4,0
Ahuntsic-Cartierville,All year,Friday,22,7.882,127,4,0
Ahuntsic-Cartierville,All year,Friday,23,5.172,122,4,0
Ahuntsic-Cartierville,All year,Saturday,0,3.474,133,5,0
Ahuntsic-Cartierville,All year,Saturday,1,3.675,126,5,0
Ahuntsic-Cartierville,All year,Saturday,2,2.473,129,5,0
Ahuntsic-Cartierville,All year,Saturday,3,1.718,131,5,0
Ahuntsic-Cartierville,All year,Saturday,4,1.344,131,5,0
Ahuntsic-Cartierville,All year,Saturday,5,1.412,131,5,0
Ahuntsic-Cartierville,All year,Saturday,6,2.763,131,5,0
Ahuntsic-Cartierville,All year,Saturday,7,4.489,133,5,0
Ahuntsic-Cartierville,All year,Saturday,8,7.895,133,5,0
Ahuntsic-Cartierville,All year,Saturday,9,12.496,133,5,0
Ahuntsic-Cartierville,All year,Saturday,10,16.391,133,5,0
Ahuntsic-Cartierville,All year,Saturday,11,18.917,132,5,0
Ahuntsic-Cartierville,All year,Saturday,12,19.841,132,5,0
Ahuntsic-Cartierville,All year,Saturday,13,21.75,132,5,0
Ahuntsic-Cartierville,All year,Saturday,14,24.053,133,5,0
Ahuntsic-Cartierville,All year,Saturday,15,25.031,131,5,0
Ahuntsic-Cartierville,All year,Saturday,16,21.917,133,5,0
Ahuntsic-Cartierville,All year,Saturday,17,18.474,133,5,0
Ahuntsic-Cartierville,All year,Saturday,18,14.31,129,5,0
Ahuntsic-Cartierville,All year,Saturday,19,10.641,131,5,0
Ahuntsic-Cartierville,All year,Saturday,20,8.128,133,5,0
Ahuntsic-Cartierville,All year,Saturday,21,6.03,133,5,0
Ahuntsic-Cartierville,All year,Saturday,22,5.558,129,5,0
Ahuntsic-Cartierville,All year,Saturday,23,3.953,128,5,0
Ahuntsic-Cartierville,All year,Sunday,0,3.385,130,6,0
Ahuntsic-Cartierville,All year,Sunday,1,2.908,130,6,0
Ahuntsic-Cartierville,All year,Sunday,2,2.215,130,6,0
Ahuntsic-Cartierville,All year,Sunday,3,1.438,130,6,0
Ahuntsic-Cartierville,All year,Sunday,4,1.077,130,6,0
Ahuntsic-Cartierville,All year,Sunday,5,1.098,132,6,0
Ahuntsic-Cartierville,All year,Sunday,6,1.932,132,6,0
Ahuntsic-Cartierville,All year,Sunday,7,3.659,132,6,0
Ahuntsic-Cartierville,All year,Sunday,8,6.205,132,6,0
Ahuntsic-Cartierville,All year,Sunday,9,9.162,130,6,0
Ahuntsic-Cartierville,All year,Sunday,10,14.592,130,6,0
Ahuntsic-Cartierville,All year,Sunday,11,18.212,132,6,0
Ahuntsic-Cartierville,All year,Sunday,12,18.212,132,6,0
Ahuntsic-Cartierville,All year,Sunday,13,20.138,130,6,0
Ahuntsic-Cartierville,All year,Sunday,14,24.312,128,6,0
Ahuntsic-Cartierville,All year,Sunday,15,25.047,128,6,0
Ahuntsic-Cartierville,All year,Sunday,16,21.297,128,6,0
Ahuntsic-Cartierville,All year,Sunday,17,18.185,130,6,0
Ahuntsic-Cartierville,All year,Sunday,18,12.908,130,6,0
Ahuntsic-Cartierville,All year,Sunday,19,8.914,128,6,0
Ahuntsic-Cartierville,All year,Sunday,20,6.602,128,6,0
Ahuntsic-Cartierville,All year,Sunday,21,5.414,128,6,0
Ahuntsic-Cartierville,All year,Sunday,22,4.468,126,6,0
Ahuntsic-Cartierville,All year,Sunday,23,2.57,114,6,0
All Montréal,All year,Monday,0,2.546,1380,0,0
All Montréal,All year,Monday,1,2.117,1296,0,0
All Montréal,All year,Monday,2,1.254,1401,0,0
All Montréal,All year,Monday,3,0.939,1401,0,0
All Montréal,All year,Monday,4,1.034,1401,0,0
All Montréal,All year,Monday,5,3.115,1401,0,0
All Montréal,All year,Monday,6,7.264,1401,0,0
All Montréal,All year,Monday,7,16.355,1435,0,0
All Montréal,All year,Monday,8,32.695,1398,0,0
All Montréal,All year,Monday,9,19.413,1403,0,0
All Montréal,All year,Monday,10,14.513,1405,0,0
All Montréal,All year,Monday,11,16.503,1367,0,0
All Montréal,All year,Monday,12,21.062,1298,0,0
All Montréal,All year,Monday,13,21.169,1322,0,0
All Montréal,All year,Monday,14,21.508,1322,0,0
All Montréal,All year,Monday,15,27.453,1291,0,0
All Montréal,All year,Monday,16,38.392,1326,0,0
All Montréal,All year,Monday,17,48.75,1363,0,0
All Montréal,All year,Monday,18,34.275,1300,0,0
All Montréal,All year,Monday,19,23.29,1330,0,0
All Montréal,All year,Monday,20,16.995,1331,0,0
All Montréal,All year,Monday,21,13.586,1297,0,0
All Montréal,All year,Monday,22,9.141,1296,0,0
All Montréal,All year,Monday,23,5.56,1270,0,0
All Montréal,All year,Tuesday,0,2.505,1330,1,0
All Montréal,All year,Tuesday,1,1.752,1361,1,0
All Montréal,All year,Tuesday,2,1.154,1327,1,0
All Montréal,All year,Tuesday,3,0.811,1326,1,0
All Montréal,All year,Tuesday,4,0.956,1326,1,0
All Montréal,All year,Tuesday,5,3.523,1326,1,0
All Montréal,All year,Tuesday,6,9.549,1360,1,0
All Montréal,All year,Tuesday,7,23.919,1360,1,0
All Montréal,All year,Tuesday,8,47.706,1357,1,0
All Montréal,All year,Tuesday,9,27.635,1291,1,0
All Montréal,All year,Tuesday,10,17.637,1288,1,0
All Montréal,All year,Tuesday,11,19.308,1302,1,0
All Montréal,All year,Tuesday,12,23.238,1288,1,0
All Montréal,All year,Tuesday,13,24.827,1271,1,0
All Montréal,All year,Tuesday,14,23.073,1298,1,0
All Montréal,All year,Tuesday,15,30.944,1263,1,0
All Montréal,All year,Tuesday,16,47.194,1324,1,0
All Montréal,All year,Tuesday,17,64.282,1332,1,0
All Montréal,All year,Tuesday,18,41.206,1334,1,0
All Montréal,All year,Tuesday,19,27.216,1331,1,0
All Montréal,All year,Tuesday,20,20.066,1400,1,0
All Montréal,All year,Tuesday,21,16.051,1400,1,0
All Montréal,All year,Tuesday,22,11.896,1347,1,0
All Montréal,All year,Tuesday,23,5.922,1391,1,0
All Montréal,All year,Wednesday,0,2.733,1299,2,0
All Montréal,All year,Wednesday,1,1.922,1264,2,0
All Montréal,All year,Wednesday,2,1.172,1297,2,0
All Montréal,All year,Wednesday,3,0.81,1297,2,0
All Montréal,All year,Wednesday,4,0.998,1331,2,0
All Montréal,All year,Wednesday,5,3.455,1331,2,0
All Montréal,All year,Wednesday,6,9.853,1329,2,0
All Montréal,All year,Wednesday,7,24.139,1328,2,0
All Montréal,All year,Wednesday,8,46.965,1325,2,0
All Montréal,All year,Wednesday,9,26.433,1321,2,0
All Montréal,All year,Wednesday,10,17.115,1314,2,0
All Montréal,All year,Wednesday,11,17.41,1256,2,0
All Montréal,All year,Wednesday,12,20.718,1262,2,0
All Montréal,All year,Wednesday,13,21.166,1304,2,0
All Montréal,All year,Wednesday,14,20.127,1299,2,0
All Montréal,All year,Wednesday,15,26.101,1232,2,0
All Montréal,All year,Wednesday,16,40.889,1269,2,0
All Montréal,All year,Wednesday,17,55.414,1272,2,0
All Montréal,All year,Wednesday,18,36.601,1372,2,0
All Montréal,All year,Wednesday,19,26.175,1339,2,0
All Montréal,All year,Wednesday,20,18.742,1371,2,0
All Montréal,All year,Wednesday,21,14.276,1370,2,0
All Montréal,All year,Wednesday,22,11.289,1334,2,0
All Montréal,All year,Wednesday,23,4.827,1325,2,0
All Montréal,All year,Thursday,0,2.679,1363,3,0
All Montréal,All year,Thursday,1,1.975,1299,3,0
All Montréal,All year,Thursday,2,1.143,1334,3,0
All Montréal,All year,Thursday,3,0.786,1334,3,0
All Montréal,All year,Thursday,4,0.926,1334,3,0
All Montréal,All year,Thursday,5,2.771,1334,3,0
All Montréal,All year,Thursday,6,8.253,1334,3,0
All Montréal,All year,Thursday,7,19.84,1335,3,0
All Montréal,All year,Thursday,8,40.816,1332,3,0
All Montréal,All year,Thursday,9,23.304,1286,3,0
All Montréal,All year,Thursday,10,15.628,1264,3,0
All Montréal,All year,Thursday,11,18.086,1228,3,0
All Montréal,All year,Thursday,12,21.766,1228,3,0
All Montréal,All year,Thursday,13,21.688,1266,3,0
All Montréal,All year,Thursday,14,21.433,1269,3,0
All Montréal,All year,Thursday,15,25.815,1235,3,0
All Montréal,All year,Thursday,16,39.001,1255,3,0
All Montréal,All year,Thursday,17,49.903,1220,3,0
All Montréal,All year,Thursday,18,32.073,1292,3,0
All Montréal,All year,Thursday,19,22.261,1291,3,0
All Montréal,All year,Thursday,20,17.572,1260,3,0
All Montréal,All year,Thursday,21,14.976,1247,3,0
All Montréal,All year,Thursday,22,11.949,1224,3,0
All Montréal,All year,Thursday,23,6.705,1159,3,0
All Montréal,All year,Friday,0,3.3,1260,4,0
All Montréal,All year,Friday,1,2.803,1170,4,0
All Montréal,All year,Friday,2,1.612,1205,4,0
All Montréal,All year,Friday,3,1.283,1239,4,0
All Montréal,All year,Friday,4,0.989,1239,4,0
All Montréal,All year,Friday,5,3.009,1239,4,0
All Montréal,All year,Friday,6,6.642,1271,4,0
All Montréal,All year,Friday,7,14.413,1271,4,0
All Montréal,All year,Friday,8,24.597,1305,4,0
All Montréal,All year,Friday,9,17.919,1325,4,0
All Montréal,All year,Friday,10,15.914,1316,4,0
All Montréal,All year,Friday,11,17.453,1343,4,0
All Montréal,All year,Friday,12,23.345,1342,4,0
All Montréal,All year,Friday,13,23.488,1342,4,0
All Montréal,All year,Friday,14,26.187,1311,4,0
All Montréal,All year,Friday,15,30.005,1311,4,0
All Montréal,All year,Friday,16,37.099,1379,4,0
All Montréal,All year,Friday,17,39.526,1377,4,0
All Montréal,All year,Friday,18,30.802,1379,4,0
All Montréal,All year,Friday,19,23.993,1341,4,0
All Montréal,All year,Friday,20,19.188,1312,4,0
All Montréal,All year,Friday,21,15.761,1312,4,0
All Montréal,All year,Friday,22,13.842,1312,4,0
All Montréal,All year,Friday,23,8.244,1305,4,0
All Montréal,All year,Saturday,0,5.544,1409,5,0
All Montréal,All year,Saturday,1,6.083,1308,5,0
All Montréal,All year,Saturday,2,3.98,1342,5,0
All Montréal,All year,Saturday,3,3.115,1375,5,0
All Montréal,All year,Saturday,4,1.529,1375,5,0
All Montréal,All year,Saturday,5,1.595,1374,5,0
All Montréal,All year,Saturday,6,2.732,1372,5,0
All Montréal,All year,Saturday,7,4.816,1407,5,0
All Montréal,All year,Saturday,8,8.243,1405,5,0
All Montréal,All year,Saturday,9,14.016,1405,5,0
All Montréal,All year,Saturday,10,18.848,1410,5,0
All Montréal,All year,Saturday,11,24.026,1409,5,0
All Montréal,All year,Saturday,12,28.017,1413,5,0
All Montréal,All year,Saturday,13,30.821,1413,5,0
All Montréal,All year,Saturday,14,34.08,1414,5,0
All Montréal,All year,Saturday,15,35.865,1380,5,0
All Montréal,All year,Saturday,16,33.808,1413,5,0
All Montréal,All year,Saturday,17,30.003,1413,5,0
All Montréal,All year,Saturday,18,25.949,1343,5,0
All Montréal,All year,Saturday,19,20.664,1379,5,0
All Montréal,All year,Saturday,20,15.817,1413,5,0
All Montréal,All year,Saturday,21,12.89,1413,5,0
All Montréal,All year,Saturday,22,11.66,1346,5,0
All Montréal,All year,Saturday,23,7.519,1374,5,0
All Montréal,All year,Sunday,0,5.688,1392,6,0
All Montréal,All year,Sunday,1,5.192,1368,6,0
All Montréal,All year,Sunday,2,3.858,1367,6,0
All Montréal,All year,Sunday,3,2.902,1366,6,0
All Montréal,All year,Sunday,4,1.478,1367,6,0
All Montréal,All year,Sunday,5,1.445,1401,6,0
All Montréal,All year,Sunday,6,2.162,1402,6,0
All Montréal,All year,Sunday,7,3.876,1403,6,0
All Montréal,All year,Sunday,8,6.416,1403,6,0
All Montréal,All year,Sunday,9,11.278,1368,6,0
All Montréal,All year,Sunday,10,16.82,1368,6,0
All Montréal,All year,Sunday,11,21.43,1402,6,0
All Montréal,All year,Sunday,12,24.711,1401,6,0
All Montréal,All year,Sunday,13,27.568,1369,6,0
All Montréal,All year,Sunday,14,30.697,1335,6,0
All Montréal,All year,Sunday,15,31.749,1335,6,0
All Montréal,All year,Sunday,16,30.236,1335,6,0
All Montréal,All year,Sunday,17,26.213,1366,6,0
All Montréal,All year,Sunday,18,21.414,1366,6,0
All Montréal,All year,Sunday,19,17.536,1332,6,0
All Montréal,All year,Sunday,20,12.226,1333,6,0
All Montréal,All year,Sunday,21,11.236,1332,6,0
All Montréal,All year,Sunday,22,8.591,1297,6,0
All Montréal,All year,Sunday,23,4.822,1231,6,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Monday,0,0.458,72,0,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Monday,1,0.312,64,0,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Monday,2,0.292,72,0,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Monday,3,0.319,72,0,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Monday,4,0.319,72,0,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Monday,5,0.875,72,0,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Monday,6,2.569,72,0,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Monday,7,6.351,74,0,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Monday,8,9.211,71,0,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Monday,9,5.027,73,0,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Monday,10,4.457,70,0,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Monday,11,4.206,68,0,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Monday,12,5.565,62,0,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Monday,13,4.937,63,0,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Monday,14,5.869,61,0,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Monday,15,8.712,59,0,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Monday,16,11.21,62,0,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Monday,17,13.045,67,0,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Monday,18,10.492,63,0,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Monday,19,7.569,65,0,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Monday,20,3.985,65,0,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Monday,21,3.403,62,0,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Monday,22,1.79,62,0,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Monday,23,1.766,64,0,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Tuesday,0,0.465,71,1,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Tuesday,1,0.478,67,1,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Tuesday,2,0.312,64,1,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Tuesday,3,0.156,64,1,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Tuesday,4,0.344,64,1,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Tuesday,5,1.094,64,1,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Tuesday,6,3.418,67,1,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Tuesday,7,10.806,67,1,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Tuesday,8,15.164,67,1,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Tuesday,9,7.677,62,1,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Tuesday,10,4.667,60,1,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Tuesday,11,5.283,60,1,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Tuesday,12,7.629,62,1,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Tuesday,13,7.238,63,1,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Tuesday,14,7.062,64,1,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Tuesday,15,10.383,60,1,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Tuesday,16,17.531,64,1,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Tuesday,17,19.318,66,1,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Tuesday,18,13.537,67,1,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Tuesday,19,7.136,66,1,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Tuesday,20,5.718,71,1,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Tuesday,21,3.606,71,1,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Tuesday,22,2.5,68,1,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Tuesday,23,1.365,74,1,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Wednesday,0,0.556,72,2,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Wednesday,1,0.328,61,2,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Wednesday,2,0.188,64,2,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Wednesday,3,0.25,64,2,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Wednesday,4,0.227,66,2,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Wednesday,5,1.015,66,2,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Wednesday,6,2.697,66,2,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Wednesday,7,6.97,66,2,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Wednesday,8,11.266,64,2,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Wednesday,9,6.203,64,2,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Wednesday,10,4.492,63,2,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Wednesday,11,4.138,58,2,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Wednesday,12,4.339,59,2,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Wednesday,13,3.968,62,2,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Wednesday,14,3.885,61,2,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Wednesday,15,4.821,56,2,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Wednesday,16,8.069,58,2,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Wednesday,17,10.7,60,2,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Wednesday,18,8.761,67,2,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Wednesday,19,6.292,65,2,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Wednesday,20,4.106,66,2,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Wednesday,21,2.288,66,2,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Wednesday,22,1.708,65,2,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Wednesday,23,1.209,67,2,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Thursday,0,0.571,70,3,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Thursday,1,0.328,61,3,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Thursday,2,0.172,64,3,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Thursday,3,0.25,64,3,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Thursday,4,0.203,64,3,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Thursday,5,0.703,64,3,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Thursday,6,2.094,64,3,0
Côte-des-Neiges–Notre-Dame-de-Grâce,All year,Thursday,7,6.75,64,3,0
