arrondissement,season,day,hour,mean_volume,sample_size,day_order,season_order
Le Plateau-Mont-Royal,Spring,Thursday,15,56.4,5,3,2
Le Plateau-Mont-Royal,Spring,Thursday,16,112.167,6,3,2
Le Plateau-Mont-Royal,Spring,Thursday,17,149.0,6,3,2
Le Plateau-Mont-Royal,Spring,Thursday,18,104.75,8,3,2
Le Plateau-Mont-Royal,Spring,Thursday,19,73.75,8,3,2
Le Plateau-Mont-Royal,Spring,Thursday,20,62.0,7,3,2
Le Plateau-Mont-Royal,Spring,Thursday,21,46.714,7,3,2
Le Plateau-Mont-Royal,Spring,Thursday,22,40.667,6,3,2
Le Plateau-Mont-Royal,Spring,Thursday,23,23.625,8,3,2
Le Plateau-Mont-Royal,Spring,Friday,0,16.75,8,4,2
Le Plateau-Mont-Royal,Spring,Friday,1,7.333,6,4,2
Le Plateau-Mont-Royal,Spring,Friday,2,7.571,7,4,2
Le Plateau-Mont-Royal,Spring,Friday,3,3.25,8,4,2
Le Plateau-Mont-Royal,Spring,Friday,4,3.5,8,4,2
Le Plateau-Mont-Royal,Spring,Friday,5,9.0,8,4,2
Le Plateau-Mont-Royal,Spring,Friday,6,26.125,8,4,2
Le Plateau-Mont-Royal,Spring,Friday,7,89.625,8,4,2
Le Plateau-Mont-Royal,Spring,Friday,8,151.0,8,4,2
Le Plateau-Mont-Royal,Spring,Friday,9,93.333,9,4,2
Le Plateau-Mont-Royal,Spring,Friday,10,96.444,9,4,2
Le Plateau-Mont-Royal,Spring,Friday,11,76.778,9,4,2
Le Plateau-Mont-Royal,Spring,Friday,12,119.889,9,4,2
Le Plateau-Mont-Royal,Spring,Friday,13,105.111,9,4,2
Le Plateau-Mont-Royal,Spring,Friday,14,120.25,8,4,2
Le Plateau-Mont-Royal,Spring,Friday,15,155.0,8,4,2
Le Plateau-Mont-Royal,Spring,Friday,16,197.5,10,4,2
Le Plateau-Mont-Royal,Spring,Friday,17,200.5,10,4,2
Le Plateau-Mont-Royal,Spring,Friday,18,165.2,10,4,2
Le Plateau-Mont-Royal,Spring,Friday,19,118.556,9,4,2
Le Plateau-Mont-Royal,Spring,Friday,20,103.375,8,4,2
Le Plateau-Mont-Royal,Spring,Friday,21,93.5,8,4,2
Le Plateau-Mont-Royal,Spring,Friday,22,110.375,8,4,2
Le Plateau-Mont-Royal,Spring,Friday,23,73.7,10,4,2
Le Plateau-Mont-Royal,Spring,Saturday,0,49.0,11,5,2
Le Plateau-Mont-Royal,Spring,Saturday,1,42.75,8,5,2
Le Plateau-Mont-Royal,Spring,Saturday,2,24.556,9,5,2
Le Plateau-Mont-Royal,Spring,Saturday,3,17.1,10,5,2
Le Plateau-Mont-Royal,Spring,Saturday,4,8.5,10,5,2
Le Plateau-Mont-Royal,Spring,Saturday,5,5.5,10,5,2
Le Plateau-Mont-Royal,Spring,Saturday,6,13.7,10,5,2
Le Plateau-Mont-Royal,Spring,Saturday,7,23.0,11,5,2
Le Plateau-Mont-Royal,Spring,Saturday,8,47.636,11,5,2
Le Plateau-Mont-Royal,Spring,Saturday,9,94.364,11,5,2
Le Plateau-Mont-Royal,Spring,Saturday,10,122.727,11,5,2
Le Plateau-Mont-Royal,Spring,Saturday,11,157.0,11,5,2
Le Plateau-Mont-Royal,Spring,Saturday,12,176.818,11,5,2
Le Plateau-Mont-Royal,Spring,Saturday,13,194.909,11,5,2
Le Plateau-Mont-Royal,Spring,Saturday,14,210.909,11,5,2
Le Plateau-Mont-Royal,Spring,Saturday,15,244.6,10,5,2
Le Plateau-Mont-Royal,Spring,Saturday,16,208.455,11,5,2
Le Plateau-Mont-Royal,Spring,Saturday,17,176.636,11,5,2
Le Plateau-Mont-Royal,Spring,Saturday,18,135.889,9,5,2
Le Plateau-Mont-Royal,Spring,Saturday,19,102.7,10,5,2
Le Plateau-Mont-Royal,Spring,Saturday,20,66.545,11,5,2
Le Plateau-Mont-Royal,Spring,Saturday,21,55.455,11,5,2
Le Plateau-Mont-Royal,Spring,Saturday,22,65.111,9,5,2
Le Plateau-Mont-Royal,Spring,Saturday,23,66.909,11,5,2
Le Plateau-Mont-Royal,Spring,Sunday,0,51.167,12,6,2
Le Plateau-Mont-Royal,Spring,Sunday,1,33.909,11,6,2
Le Plateau-Mont-Royal,Spring,Sunday,2,21.727,11,6,2
Le Plateau-Mont-Royal,Spring,Sunday,3,14.818,11,6,2
Le Plateau-Mont-Royal,Spring,Sunday,4,8.091,11,6,2
Le Plateau-Mont-Royal,Spring,Sunday,5,5.75,12,6,2
Le Plateau-Mont-Royal,Spring,Sunday,6,10.667,12,6,2
Le Plateau-Mont-Royal,Spring,Sunday,7,18.5,12,6,2
Le Plateau-Mont-Royal,Spring,Sunday,8,34.417,12,6,2
Le Plateau-Mont-Royal,Spring,Sunday,9,66.818,11,6,2
Le Plateau-Mont-Royal,Spring,Sunday,10,99.0,11,6,2
Le Plateau-Mont-Royal,Spring,Sunday,11,125.75,12,6,2
Le Plateau-Mont-Royal,Spring,Sunday,12,128.083,12,6,2
Le Plateau-Mont-Royal,Spring,Sunday,13,146.636,11,6,2
Le Plateau-Mont-Royal,Spring,Sunday,14,166.6,10,6,2
Le Plateau-Mont-Royal,Spring,Sunday,15,167.1,10,6,2
Le Plateau-Mont-Royal,Spring,Sunday,16,160.7,10,6,2
Le Plateau-Mont-Royal,Spring,Sunday,17,133.364,11,6,2
Le Plateau-Mont-Royal,Spring,Sunday,18,112.455,11,6,2
Le Plateau-Mont-Royal,Spring,Sunday,19,89.0,10,6,2
Le Plateau-Mont-Royal,Spring,Sunday,20,45.8,10,6,2
Le Plateau-Mont-Royal,Spring,Sunday,21,52.5,10,6,2
Le Plateau-Mont-Royal,Spring,Sunday,22,47.444,9,6,2
Le Plateau-Mont-Royal,Spring,Sunday,23,31.5,10,6,2
Le Sud-Ouest,Spring,Monday,0,1.948,96,0,2
Le Sud-Ouest,Spring,Monday,1,0.882,68,0,2
Le Sud-Ouest,Spring,Monday,2,0.417,96,0,2
Le Sud-Ouest,Spring,Monday,3,0.688,96,0,2
Le Sud-Ouest,Spring,Monday,4,0.688,96,0,2
Le Sud-Ouest,Spring,Monday,5,1.99,96,0,2
Le Sud-Ouest,Spring,Monday,6,4.562,96,0,2
Le Sud-Ouest,Spring,Monday,7,8.885,104,0,2
Le Sud-Ouest,Spring,Monday,8,18.875,96,0,2
Le Sud-Ouest,Spring,Monday,9,9.677,96,0,2
Le Sud-Ouest,Spring,Monday,10,6.135,96,0,2
Le Sud-Ouest,Spring,Monday,11,8.352,88,0,2
Le Sud-Ouest,Spring,Monday,12,16.278,72,0,2
Le Sud-Ouest,Spring,Monday,13,13.5,72,0,2
Le Sud-Ouest,Spring,Monday,14,18.236,72,0,2
Le Sud-Ouest,Spring,Monday,15,32.219,64,0,2
Le Sud-Ouest,Spring,Monday,16,34.722,72,0,2
Le Sud-Ouest,Spring,Monday,17,42.362,80,0,2
Le Sud-Ouest,Spring,Monday,18,33.672,64,0,2
Le Sud-Ouest,Spring,Monday,19,22.125,72,0,2
Le Sud-Ouest,Spring,Monday,20,11.278,72,0,2
Le Sud-Ouest,Spring,Monday,21,9.641,64,0,2
Le Sud-Ouest,Spring,Monday,22,5.969,64,0,2
Le Sud-Ouest,Spring,Monday,23,6.083,72,0,2
Le Sud-Ouest,Spring,Tuesday,0,2.182,88,1,2
Le Sud-Ouest,Spring,Tuesday,1,1.2,80,1,2
Le Sud-Ouest,Spring,Tuesday,2,0.639,72,1,2
Le Sud-Ouest,Spring,Tuesday,3,0.611,72,1,2
Le Sud-Ouest,Spring,Tuesday,4,0.514,72,1,2
Le Sud-Ouest,Spring,Tuesday,5,3.125,72,1,2
Le Sud-Ouest,Spring,Tuesday,6,8.488,80,1,2
Le Sud-Ouest,Spring,Tuesday,7,21.875,80,1,2
Le Sud-Ouest,Spring,Tuesday,8,35.962,80,1,2
Le Sud-Ouest,Spring,Tuesday,9,23.141,64,1,2
Le Sud-Ouest,Spring,Tuesday,10,16.984,64,1,2
Le Sud-Ouest,Spring,Tuesday,11,18.641,64,1,2
Le Sud-Ouest,Spring,Tuesday,12,26.75,64,1,2
Le Sud-Ouest,Spring,Tuesday,13,29.406,64,1,2
Le Sud-Ouest,Spring,Tuesday,14,20.609,64,1,2
Le Sud-Ouest,Spring,Tuesday,15,31.893,56,1,2
Le Sud-Ouest,Spring,Tuesday,16,38.028,72,1,2
Le Sud-Ouest,Spring,Tuesday,17,60.431,72,1,2
Le Sud-Ouest,Spring,Tuesday,18,35.889,72,1,2
Le Sud-Ouest,Spring,Tuesday,19,24.0,72,1,2
Le Sud-Ouest,Spring,Tuesday,20,17.375,88,1,2
Le Sud-Ouest,Spring,Tuesday,21,10.398,88,1,2
Le Sud-Ouest,Spring,Tuesday,22,8.797,74,1,2
Le Sud-Ouest,Spring,Tuesday,23,4.863,95,1,2
Le Sud-Ouest,Spring,Wednesday,0,1.701,87,2,2
Le Sud-Ouest,Spring,Wednesday,1,1.054,56,2,2
Le Sud-Ouest,Spring,Wednesday,2,0.641,64,2,2
Le Sud-Ouest,Spring,Wednesday,3,0.516,64,2,2
Le Sud-Ouest,Spring,Wednesday,4,0.583,72,2,2
Le Sud-Ouest,Spring,Wednesday,5,2.097,72,2,2
Le Sud-Ouest,Spring,Wednesday,6,6.222,72,2,2
Le Sud-Ouest,Spring,Wednesday,7,14.208,72,2,2
Le Sud-Ouest,Spring,Wednesday,8,21.361,72,2,2
Le Sud-Ouest,Spring,Wednesday,9,11.903,72,2,2
Le Sud-Ouest,Spring,Wednesday,10,10.347,72,2,2
Le Sud-Ouest,Spring,Wednesday,11,6.518,56,2,2
Le Sud-Ouest,Spring,Wednesday,12,7.875,56,2,2
Le Sud-Ouest,Spring,Wednesday,13,7.75,64,2,2
Le Sud-Ouest,Spring,Wednesday,14,5.393,56,2,2
Le Sud-Ouest,Spring,Wednesday,15,6.025,40,2,2
Le Sud-Ouest,Spring,Wednesday,16,10.625,48,2,2
Le Sud-Ouest,Spring,Wednesday,17,22.571,56,2,2
Le Sud-Ouest,Spring,Wednesday,18,21.667,72,2,2
Le Sud-Ouest,Spring,Wednesday,19,18.656,64,2,2
Le Sud-Ouest,Spring,Wednesday,20,11.528,72,2,2
Le Sud-Ouest,Spring,Wednesday,21,5.792,72,2,2
Le Sud-Ouest,Spring,Wednesday,22,5.465,71,2,2
Le Sud-Ouest,Spring,Wednesday,23,3.278,79,2,2
Le Sud-Ouest,Spring,Thursday,0,1.391,87,3,2
Le Sud-Ouest,Spring,Thursday,1,0.651,63,3,2
Le Sud-Ouest,Spring,Thursday,2,0.197,71,3,2
Le Sud-Ouest,Spring,Thursday,3,0.394,71,3,2
Le Sud-Ouest,Spring,Thursday,4,0.423,71,3,2
Le Sud-Ouest,Spring,Thursday,5,1.577,71,3,2
Le Sud-Ouest,Spring,Thursday,6,4.93,71,3,2
Le Sud-Ouest,Spring,Thursday,7,11.268,71,3,2
Le Sud-Ouest,Spring,Thursday,8,23.676,71,3,2
Le Sud-Ouest,Spring,Thursday,9,14.175,63,3,2
Le Sud-Ouest,Spring,Thursday,10,9.518,56,3,2
Le Sud-Ouest,Spring,Thursday,11,14.833,48,3,2
Le Sud-Ouest,Spring,Thursday,12,17.458,48,3,2
Le Sud-Ouest,Spring,Thursday,13,16.357,56,3,2
Le Sud-Ouest,Spring,Thursday,14,12.429,56,3,2
Le Sud-Ouest,Spring,Thursday,15,15.958,48,3,2
Le Sud-Ouest,Spring,Thursday,16,25.5,56,3,2
Le Sud-Ouest,Spring,Thursday,17,37.377,53,3,2
Le Sud-Ouest,Spring,Thursday,18,20.458,72,3,2
Le Sud-Ouest,Spring,Thursday,19,15.208,72,3,2
Le Sud-Ouest,Spring,Thursday,20,12.172,64,3,2
Le Sud-Ouest,Spring,Thursday,21,8.407,59,3,2
Le Sud-Ouest,Spring,Thursday,22,5.875,56,3,2
Le Sud-Ouest,Spring,Thursday,23,3.625,72,3,2
Le Sud-Ouest,Spring,Friday,0,1.944,72,4,2
Le Sud-Ouest,Spring,Friday,1,1.071,56,4,2
Le Sud-Ouest,Spring,Friday,2,0.719,64,4,2
Le Sud-Ouest,Spring,Friday,3,0.764,72,4,2
Le Sud-Ouest,Spring,Friday,4,0.556,72,4,2
Le Sud-Ouest,Spring,Friday,5,2.097,72,4,2
Le Sud-Ouest,Spring,Friday,6,4.806,72,4,2
Le Sud-Ouest,Spring,Friday,7,11.986,72,4,2
Le Sud-Ouest,Spring,Friday,8,20.625,72,4,2
Le Sud-Ouest,Spring,Friday,9,15.722,72,4,2
Le Sud-Ouest,Spring,Friday,10,13.125,72,4,2
Le Sud-Ouest,Spring,Friday,11,13.75,72,4,2
Le Sud-Ouest,Spring,Friday,12,22.056,72,4,2
Le Sud-Ouest,Spring,Friday,13,19.667,72,4,2
Le Sud-Ouest,Spring,Friday,14,25.016,64,4,2
Le Sud-Ouest,Spring,Friday,15,28.969,64,4,2
Le Sud-Ouest,Spring,Friday,16,36.875,80,4,2
Le Sud-Ouest,Spring,Friday,17,31.65,80,4,2
Le Sud-Ouest,Spring,Friday,18,24.45,80,4,2
Le Sud-Ouest,Spring,Friday,19,20.333,72,4,2
Le Sud-Ouest,Spring,Friday,20,17.219,64,4,2
Le Sud-Ouest,Spring,Friday,21,13.562,64,4,2
Le Sud-Ouest,Spring,Friday,22,11.391,64,4,2
Le Sud-Ouest,Spring,Friday,23,8.188,80,4,2
Le Sud-Ouest,Spring,Saturday,0,4.193,88,5,2
Le Sud-Ouest,Spring,Saturday,1,3.5,64,5,2
Le Sud-Ouest,Spring,Saturday,2,2.25,72,5,2
Le Sud-Ouest,Spring,Saturday,3,1.838,80,5,2
Le Sud-Ouest,Spring,Saturday,4,0.788,80,5,2
Le Sud-Ouest,Spring,Saturday,5,0.988,80,5,2
Le Sud-Ouest,Spring,Saturday,6,2.138,80,5,2
Le Sud-Ouest,Spring,Saturday,7,4.455,88,5,2
Le Sud-Ouest,Spring,Saturday,8,9.545,88,5,2
Le Sud-Ouest,Spring,Saturday,9,16.784,88,5,2
Le Sud-Ouest,Spring,Saturday,10,23.295,88,5,2
Le Sud-Ouest,Spring,Saturday,11,33.398,88,5,2
Le Sud-Ouest,Spring,Saturday,12,39.0,88,5,2
Le Sud-Ouest,Spring,Saturday,13,44.932,88,5,2
Le Sud-Ouest,Spring,Saturday,14,47.648,88,5,2
Le Sud-Ouest,Spring,Saturday,15,50.438,80,5,2
Le Sud-Ouest,Spring,Saturday,16,42.545,88,5,2
Le Sud-Ouest,Spring,Saturday,17,31.159,88,5,2
Le Sud-Ouest,Spring,Saturday,18,22.389,72,5,2
Le Sud-Ouest,Spring,Saturday,19,14.975,80,5,2
Le Sud-Ouest,Spring,Saturday,20,10.114,88,5,2
Le Sud-Ouest,Spring,Saturday,21,8.352,88,5,2
Le Sud-Ouest,Spring,Saturday,22,8.583,72,5,2
Le Sud-Ouest,Spring,Saturday,23,7.466,88,5,2
Le Sud-Ouest,Spring,Sunday,0,4.885,96,6,2
Le Sud-Ouest,Spring,Sunday,1,2.989,88,6,2
Le Sud-Ouest,Spring,Sunday,2,2.284,88,6,2
Le Sud-Ouest,Spring,Sunday,3,1.864,88,6,2
Le Sud-Ouest,Spring,Sunday,4,1.091,88,6,2
Le Sud-Ouest,Spring,Sunday,5,0.802,96,6,2
Le Sud-Ouest,Spring,Sunday,6,1.385,96,6,2
Le Sud-Ouest,Spring,Sunday,7,3.302,96,6,2
Le Sud-Ouest,Spring,Sunday,8,5.646,96,6,2
Le Sud-Ouest,Spring,Sunday,9,11.273,88,6,2
Le Sud-Ouest,Spring,Sunday,10,18.398,88,6,2
Le Sud-Ouest,Spring,Sunday,11,26.208,96,6,2
Le Sud-Ouest,Spring,Sunday,12,27.521,96,6,2
Le Sud-Ouest,Spring,Sunday,13,32.432,88,6,2
Le Sud-Ouest,Spring,Sunday,14,36.062,80,6,2
Le Sud-Ouest,Spring,Sunday,15,37.0,80,6,2
Le Sud-Ouest,Spring,Sunday,16,32.662,80,6,2
Le Sud-Ouest,Spring,Sunday,17,22.318,88,6,2
Le Sud-Ouest,Spring,Sunday,18,17.193,88,6,2
Le Sud-Ouest,Spring,Sunday,19,16.087,80,6,2
Le Sud-Ouest,Spring,Sunday,20,7.1,80,6,2
Le Sud-Ouest,Spring,Sunday,21,8.4,80,6,2
Le Sud-Ouest,Spring,Sunday,22,6.222,72,6,2
Le Sud-Ouest,Spring,Sunday,23,3.912,80,6,2
Mercier–Hochelaga-Maisonneuve,Spring,Monday,0,0.667,12,0,2
Mercier–Hochelaga-Maisonneuve,Spring,Monday,1,0.333,9,0,2
Mercier–Hochelaga-Maisonneuve,Spring,Monday,2,0.333,12,0,2
Mercier–Hochelaga-Maisonneuve,Spring,Monday,3,0.333,12,0,2
Mercier–Hochelaga-Maisonneuve,Spring,Monday,4,0.417,12,0,2
Mercier–Hochelaga-Maisonneuve,Spring,Monday,5,2.417,12,0,2
Mercier–Hochelaga-Maisonneuve,Spring,Monday,6,2.75,12,0,2
Mercier–Hochelaga-Maisonneuve,Spring,Monday,7,1.462,13,0,2
Mercier–Hochelaga-Maisonneuve,Spring,Monday,8,0.917,12,0,2
Mercier–Hochelaga-Maisonneuve,Spring,Monday,9,0.5,12,0,2
Mercier–Hochelaga-Maisonneuve,Spring,Monday,10,1.0,12,0,2
Mercier–Hochelaga-Maisonneuve,Spring,Monday,11,1.364,11,0,2
Mercier–Hochelaga-Maisonneuve,Spring,Monday,12,5.333,9,0,2
Mercier–Hochelaga-Maisonneuve,Spring,Monday,13,2.444,9,0,2
Mercier–Hochelaga-Maisonneuve,Spring,Monday,14,4.556,9,0,2
Mercier–Hochelaga-Maisonneuve,Spring,Monday,15,9.5,8,0,2
Mercier–Hochelaga-Maisonneuve,Spring,Monday,16,8.444,9,0,2
Mercier–Hochelaga-Maisonneuve,Spring,Monday,17,8.6,10,0,2
Mercier–Hochelaga-Maisonneuve,Spring,Monday,18,7.5,8,0,2
Mercier–Hochelaga-Maisonneuve,Spring,Monday,19,4.0,9,0,2
Mercier–Hochelaga-Maisonneuve,Spring,Monday,20,2.667,9,0,2
Mercier–Hochelaga-Maisonneuve,Spring,Monday,21,2.125,8,0,2
Mercier–Hochelaga-Maisonneuve,Spring,Monday,22,1.5,8,0,2
Mercier–Hochelaga-Maisonneuve,Spring,Monday,23,1.889,9,0,2
Mercier–Hochelaga-Maisonneuve,Spring,Tuesday,0,0.909,11,1,2
Mercier–Hochelaga-Maisonneuve,Spring,Tuesday,1,1.1,10,1,2
Mercier–Hochelaga-Maisonneuve,Spring,Tuesday,2,0.333,9,1,2
Mercier–Hochelaga-Maisonneuve,Spring,Tuesday,3,0.444,9,1,2
Mercier–Hochelaga-Maisonneuve,Spring,Tuesday,4,1.111,9,1,2
Mercier–Hochelaga-Maisonneuve,Spring,Tuesday,5,4.444,9,1,2
Mercier–Hochelaga-Maisonneuve,Spring,Tuesday,6,5.9,10,1,2
Mercier–Hochelaga-Maisonneuve,Spring,Tuesday,7,3.4,10,1,2
Mercier–Hochelaga-Maisonneuve,Spring,Tuesday,8,0.9,10,1,2
Mercier–Hochelaga-Maisonneuve,Spring,Tuesday,9,1.25,8,1,2
Mercier–Hochelaga-Maisonneuve,Spring,Tuesday,10,2.125,8,1,2
Mercier–Hochelaga-Maisonneuve,Spring,Tuesday,11,2.625,8,1,2
Mercier–Hochelaga-Maisonneuve,Spring,Tuesday,12,4.25,8,1,2
Mercier–Hochelaga-Maisonneuve,Spring,Tuesday,13,6.0,8,1,2
Mercier–Hochelaga-Maisonneuve,Spring,Tuesday,14,7.5,8,1,2
Mercier–Hochelaga-Maisonneuve,Spring,Tuesday,15,13.0,7,1,2
Mercier–Hochelaga-Maisonneuve,Spring,Tuesday,16,9.111,9,1,2
Mercier–Hochelaga-Maisonneuve,Spring,Tuesday,17,10.444,9,1,2
Mercier–Hochelaga-Maisonneuve,Spring,Tuesday,18,7.556,9,1,2
Mercier–Hochelaga-Maisonneuve,Spring,Tuesday,19,4.222,9,1,2
Mercier–Hochelaga-Maisonneuve,Spring,Tuesday,20,2.636,11,1,2
Mercier–Hochelaga-Maisonneuve,Spring,Tuesday,21,2.091,11,1,2
Mercier–Hochelaga-Maisonneuve,Spring,Tuesday,22,2.3,10,1,2
Mercier–Hochelaga-Maisonneuve,Spring,Tuesday,23,2.25,12,1,2
Mercier–Hochelaga-Maisonneuve,Spring,Wednesday,0,0.818,11,2,2
Mercier–Hochelaga-Maisonneuve,Spring,Wednesday,1,0.857,7,2,2
Mercier–Hochelaga-Maisonneuve,Spring,Wednesday,2,0.125,8,2,2
Mercier–Hochelaga-Maisonneuve,Spring,Wednesday,3,0.5,8,2,2
Mercier–Hochelaga-Maisonneuve,Spring,Wednesday,4,0.889,9,2,2
Mercier–Hochelaga-Maisonneuve,Spring,Wednesday,5,2.667,9,2,2
Mercier–Hochelaga-Maisonneuve,Spring,Wednesday,6,6.111,9,2,2
Mercier–Hochelaga-Maisonneuve,Spring,Wednesday,7,3.778,9,2,2
Mercier–Hochelaga-Maisonneuve,Spring,Wednesday,8,0.889,9,2,2
Mercier–Hochelaga-Maisonneuve,Spring,Wednesday,9,0.667,9,2,2
Mercier–Hochelaga-Maisonneuve,Spring,Wednesday,10,1.0,9,2,2
Mercier–Hochelaga-Maisonneuve,Spring,Wednesday,11,1.143,7,2,2
Mercier–Hochelaga-Maisonneuve,Spring,Wednesday,12,0.857,7,2,2
Mercier–Hochelaga-Maisonneuve,Spring,Wednesday,13,1.75,8,2,2
Mercier–Hochelaga-Maisonneuve,Spring,Wednesday,14,1.429,7,2,2
Mercier–Hochelaga-Maisonneuve,Spring,Wednesday,15,1.4,5,2,2
Mercier–Hochelaga-Maisonneuve,Spring,Wednesday,16,2.167,6,2,2
Mercier–Hochelaga-Maisonneuve,Spring,Wednesday,17,4.429,7,2,2
Mercier–Hochelaga-Maisonneuve,Spring,Wednesday,18,3.0,9,2,2
Mercier–Hochelaga-Maisonneuve,Spring,Wednesday,19,2.25,8,2,2
Mercier–Hochelaga-Maisonneuve,Spring,Wednesday,20,1.222,9,2,2
Mercier–Hochelaga-Maisonneuve,Spring,Wednesday,21,1.111,9,2,2
Mercier–Hochelaga-Maisonneuve,Spring,Wednesday,22,1.333,9,2,2
Mercier–Hochelaga-Maisonneuve,Spring,Wednesday,23,1.2,10,2,2
Mercier–Hochelaga-Maisonneuve,Spring,Thursday,0,0.455,11,3,2
Mercier–Hochelaga-Maisonneuve,Spring,Thursday,1,0.25,8,3,2
Mercier–Hochelaga-Maisonneuve,Spring,Thursday,2,0.667,9,3,2
Mercier–Hochelaga-Maisonneuve,Spring,Thursday,3,0.0,9,3,2
Mercier–Hochelaga-Maisonneuve,Spring,Thursday,4,0.889,9,3,2
Mercier–Hochelaga-Maisonneuve,Spring,Thursday,5,2.667,9,3,2
Mercier–Hochelaga-Maisonneuve,Spring,Thursday,6,6.5,8,3,2
Mercier–Hochelaga-Maisonneuve,Spring,Thursday,7,1.222,9,3,2
Mercier–Hochelaga-Maisonneuve,Spring,Thursday,8,0.333,9,3,2
Mercier–Hochelaga-Maisonneuve,Spring,Thursday,9,0.75,8,3,2
Mercier–Hochelaga-Maisonneuve,Spring,Thursday,10,1.0,7,3,2
Mercier–Hochelaga-Maisonneuve,Spring,Thursday,11,3.0,6,3,2
Mercier–Hochelaga-Maisonneuve,Spring,Thursday,12,3.5,6,3,2
Mercier–Hochelaga-Maisonneuve,Spring,Thursday,13,2.429,7,3,2
Mercier–Hochelaga-Maisonneuve,Spring,Thursday,14,3.0,7,3,2
Mercier–Hochelaga-Maisonneuve,Spring,Thursday,15,4.833,6,3,2
Mercier–Hochelaga-Maisonneuve,Spring,Thursday,16,7.286,7,3,2
Mercier–Hochelaga-Maisonneuve,Spring,Thursday,17,5.286,7,3,2
Mercier–Hochelaga-Maisonneuve,Spring,Thursday,18,4.333,9,3,2
Mercier–Hochelaga-Maisonneuve,Spring,Thursday,19,1.444,9,3,2
Mercier–Hochelaga-Maisonneuve,Spring,Thursday,20,0.875,8,3,2
Mercier–Hochelaga-Maisonneuve,Spring,Thursday,21,1.286,7,3,2
Mercier–Hochelaga-Maisonneuve,Spring,Thursday,22,1.429,7,3,2
Mercier–Hochelaga-Maisonneuve,Spring,Thursday,23,1.0,9,3,2
Mercier–Hochelaga-Maisonneuve,Spring,Friday,0,0.889,9,4,2
Mercier–Hochelaga-Maisonneuve,Spring,Friday,1,0.0,7,4,2
Mercier–Hochelaga-Maisonneuve,Spring,Friday,2,0.5,8,4,2
Mercier–Hochelaga-Maisonneuve,Spring,Friday,3,0.0,9,4,2
Mercier–Hochelaga-Maisonneuve,Spring,Friday,4,0.667,9,4,2
Mercier–Hochelaga-Maisonneuve,Spring,Friday,5,3.667,9,4,2
Mercier–Hochelaga-Maisonneuve,Spring,Friday,6,6.556,9,4,2
Mercier–Hochelaga-Maisonneuve,Spring,Friday,7,4.667,9,4,2
Mercier–Hochelaga-Maisonneuve,Spring,Friday,8,2.778,9,4,2
Mercier–Hochelaga-Maisonneuve,Spring,Friday,9,1.889,9,4,2
Mercier–Hochelaga-Maisonneuve,Spring,Friday,10,3.222,9,4,2
Mercier–Hochelaga-Maisonneuve,Spring,Friday,11,2.0,9,4,2
Mercier–Hochelaga-Maisonneuve,Spring,Friday,12,3.0,9,4,2
Mercier–Hochelaga-Maisonneuve,Spring,Friday,13,3.667,9,4,2
Mercier–Hochelaga-Maisonneuve,Spring,Friday,14,4.75,8,4,2
Mercier–Hochelaga-Maisonneuve,Spring,Friday,15,6.125,8,4,2
Mercier–Hochelaga-Maisonneuve,Spring,Friday,16,7.0,10,4,2
Mercier–Hochelaga-Maisonneuve,Spring,Friday,17,5.7,10,4,2
Mercier–Hochelaga-Maisonneuve,Spring,Friday,18,4.6,10,4,2
Mercier–Hochelaga-Maisonneuve,Spring,Friday,19,3.0,9,4,2
Mercier–Hochelaga-Maisonneuve,Spring,Friday,20,2.0,8,4,2
Mercier–Hochelaga-Maisonneuve,Spring,Friday,21,4.625,8,4,2
Mercier–Hochelaga-Maisonneuve,Spring,Friday,22,3.125,8,4,2
Mercier–Hochelaga-Maisonneuve,Spring,Friday,23,2.0,10,4,2
Mercier–Hochelaga-Maisonneuve,Spring,Saturday,0,0.727,11,5,2
Mercier–Hochelaga-Maisonneuve,Spring,Saturday,1,1.0,8,5,2
Mercier–Hochelaga-Maisonneuve,Spring,Saturday,2,0.667,9,5,2
Mercier–Hochelaga-Maisonneuve,Spring,Saturday,3,0.1,10,5,2
Mercier–Hochelaga-Maisonneuve,Spring,Saturday,4,1.1,10,5,2
Mercier–Hochelaga-Maisonneuve,Spring,Saturday,5,0.8,10,5,2
Mercier–Hochelaga-Maisonneuve,Spring,Saturday,6,1.8,10,5,2
Mercier–Hochelaga-Maisonneuve,Spring,Saturday,7,0.545,11,5,2
Mercier–Hochelaga-Maisonneuve,Spring,Saturday,8,0.636,11,5,2
Mercier–Hochelaga-Maisonneuve,Spring,Saturday,9,1.818,11,5,2
Mercier–Hochelaga-Maisonneuve,Spring,Saturday,10,4.0,11,5,2
Mercier–Hochelaga-Maisonneuve,Spring,Saturday,11,5.545,11,5,2
Mercier–Hochelaga-Maisonneuve,Spring,Saturday,12,7.182,11,5,2
Mercier–Hochelaga-Maisonneuve,Spring,Saturday,13,10.364,11,5,2
Mercier–Hochelaga-Maisonneuve,Spring,Saturday,14,9.364,11,5,2
Mercier–Hochelaga-Maisonneuve,Spring,Saturday,15,12.7,10,5,2
Mercier–Hochelaga-Maisonneuve,Spring,Saturday,16,8.545,11,5,2
Mercier–Hochelaga-Maisonneuve,Spring,Saturday,17,6.091,11,5,2
Mercier–Hochelaga-Maisonneuve,Spring,Saturday,18,3.222,9,5,2
