agg_code,instance,longitude,latitude,arrondissement,rue_1,rue_2,numeroVoie,direction,periode,volume,vitesseMoyenne
m,det-01020-01,-73.60202333,45.55361831,Villeray–Saint-Michel–Parc-Extension,Iberville,Jean-Talon,1,Est,2025-12-01 00:00:00-05:00,1467,13.98568507157464
m,det-01020-01,-73.60202333,45.55361831,Villeray–Saint-Michel–Parc-Extension,Iberville,Jean-Talon,1,Est,2026-01-01 00:00:00-05:00,1071,13.642390289449112
m,det-01020-01,-73.60202333,45.55361831,Villeray–Saint-Michel–Parc-Extension,Iberville,Jean-Talon,1,Est,2026-02-01 00:00:00-05:00,1294,14.274343122102009
m,det-01020-01,-73.60202333,45.55361831,Villeray–Saint-Michel–Parc-Extension,Iberville,Jean-Talon,1,Est,2026-03-01 00:00:00-05:00,1081,15.570767807585568
m,det-01020-01,-73.60202333,45.55361831,Villeray–Saint-Michel–Parc-Extension,Iberville,Jean-Talon,1,Est,2026-04-01 00:00:00-04:00,1526,18.17758846657929
m,det-01020-01,-73.60202333,45.55361831,Villeray–Saint-Michel–Parc-Extension,Iberville,Jean-Talon,1,Est,2026-05-01 00:00:00-04:00,5153,18.60159130603532
m,det-01026-01,-73.60896466,45.55669933,Villeray–Saint-Michel–Parc-Extension,Iberville,Villeray,3,Est,2025-10-01 00:00:00-04:00,3623,19.27408225227712
m,det-01026-01,-73.60896466,45.55669933,Villeray–Saint-Michel–Parc-Extension,Iberville,Villeray,3,Est,2025-11-01 00:00:00-04:00,3588,18.313266443701227
m,det-01026-01,-73.60896466,45.55669933,Villeray–Saint-Michel–Parc-Extension,Iberville,Villeray,3,Est,2025-12-01 00:00:00-05:00,846,16.23049645390071
m,det-01026-01,-73.60896466,45.55669933,Villeray–Saint-Michel–Parc-Extension,Iberville,Villeray,3,Est,2026-01-01 00:00:00-05:00,462,15.041125541125542
m,det-01026-01,-73.60896466,45.55669933,Villeray–Saint-Michel–Parc-Extension,Iberville,Villeray,3,Est,2026-02-01 00:00:00-05:00,734,14.91008174386921
m,det-01026-01,-73.60896466,45.55669933,Villeray–Saint-Michel–Parc-Extension,Iberville,Villeray,3,Est,2026-03-01 00:00:00-05:00,934,17.701284796573876
m,det-01026-01,-73.60896466,45.55669933,Villeray–Saint-Michel–Parc-Extension,Iberville,Villeray,3,Est,2026-04-01 00:00:00-04:00,2011,18.152163102933866
m,det-01026-01,-73.60896466,45.55669933,Villeray–Saint-Michel–Parc-Extension,Iberville,Villeray,3,Est,2026-05-01 00:00:00-04:00,933,18.39121114683816
m,det-01173-01,-73.650118,45.549271,Ahuntsic-Cartierville,Berri,Louvain,4,Sud,2025-06-01 00:00:00-04:00,5615,
m,det-01173-01,-73.650118,45.549271,Ahuntsic-Cartierville,Berri,Louvain,4,Sud,2025-07-01 00:00:00-04:00,8400,
m,det-01173-01,-73.650118,45.549271,Ahuntsic-Cartierville,Berri,Louvain,4,Sud,2025-08-01 00:00:00-04:00,6039,
m,det-01173-01,-73.650118,45.549271,Ahuntsic-Cartierville,Berri,Louvain,4,Sud,2025-09-01 00:00:00-04:00,5412,
m,det-01173-01,-73.650118,45.549271,Ahuntsic-Cartierville,Berri,Louvain,4,Sud,2025-10-01 00:00:00-04:00,4029,
m,det-01173-01,-73.650118,45.549271,Ahuntsic-Cartierville,Berri,Louvain,4,Sud,2025-11-01 00:00:00-04:00,5683,
m,det-01173-01,-73.650118,45.549271,Ahuntsic-Cartierville,Berri,Louvain,4,Sud,2025-12-01 00:00:00-05:00,2555,
m,det-01173-01,-73.650118,45.549271,Ahuntsic-Cartierville,Berri,Louvain,4,Sud,2026-01-01 00:00:00-05:00,2241,
m,det-01173-01,-73.650118,45.549271,Ahuntsic-Cartierville,Berri,Louvain,4,Sud,2026-02-01 00:00:00-05:00,1680,
m,det-01173-01,-73.650118,45.549271,Ahuntsic-Cartierville,Berri,Louvain,4,Sud,2026-03-01 00:00:00-05:00,1624,
m,det-01173-01,-73.650118,45.549271,Ahuntsic-Cartierville,Berri,Louvain,4,Sud,2026-04-01 00:00:00-04:00,2334,
m,det-01173-01,-73.650118,45.549271,Ahuntsic-Cartierville,Berri,Louvain,4,Sud,2026-05-01 00:00:00-04:00,8264,
m,det-01194-02,-73.645547,45.548574,Ahuntsic-Cartierville,Lajeunesse,Legendre,3,Sud,2025-06-01 00:00:00-04:00,20643,
m,det-01194-02,-73.645547,45.548574,Ahuntsic-Cartierville,Lajeunesse,Legendre,3,Sud,2025-07-01 00:00:00-04:00,24080,
m,det-01194-02,-73.645547,45.548574,Ahuntsic-Cartierville,Lajeunesse,Legendre,3,Sud,2025-08-01 00:00:00-04:00,34860,
m,det-01194-02,-73.645547,45.548574,Ahuntsic-Cartierville,Lajeunesse,Legendre,3,Sud,2025-09-01 00:00:00-04:00,34562,
m,det-01194-02,-73.645547,45.548574,Ahuntsic-Cartierville,Lajeunesse,Legendre,3,Sud,2025-10-01 00:00:00-04:00,19532,
m,det-01194-02,-73.645547,45.548574,Ahuntsic-Cartierville,Lajeunesse,Legendre,3,Sud,2025-11-01 00:00:00-04:00,5348,
m,det-01194-02,-73.645547,45.548574,Ahuntsic-Cartierville,Lajeunesse,Legendre,3,Sud,2025-12-01 00:00:00-05:00,732,
m,det-01194-02,-73.645547,45.548574,Ahuntsic-Cartierville,Lajeunesse,Legendre,3,Sud,2026-01-01 00:00:00-05:00,552,
m,det-01194-02,-73.645547,45.548574,Ahuntsic-Cartierville,Lajeunesse,Legendre,3,Sud,2026-02-01 00:00:00-05:00,1231,
m,det-01194-02,-73.645547,45.548574,Ahuntsic-Cartierville,Lajeunesse,Legendre,3,Sud,2026-03-01 00:00:00-05:00,1694,
m,det-01194-02,-73.645547,45.548574,Ahuntsic-Cartierville,Lajeunesse,Legendre,3,Sud,2026-04-01 00:00:00-04:00,4185,
m,det-01194-02,-73.645547,45.548574,Ahuntsic-Cartierville,Lajeunesse,Legendre,3,Sud,2026-05-01 00:00:00-04:00,18025,
m,det-01269-01,-73.661524,45.562217,Ahuntsic-Cartierville,Christophe-Colomb,Henri-Bourassa,3,Sud,2025-07-01 00:00:00-04:00,4787,
m,det-01269-01,-73.661524,45.562217,Ahuntsic-Cartierville,Christophe-Colomb,Henri-Bourassa,3,Sud,2025-08-01 00:00:00-04:00,5917,
m,det-01269-01,-73.661524,45.562217,Ahuntsic-Cartierville,Christophe-Colomb,Henri-Bourassa,3,Sud,2025-09-01 00:00:00-04:00,2155,
m,det-01269-01,-73.661524,45.562217,Ahuntsic-Cartierville,Christophe-Colomb,Henri-Bourassa,3,Sud,2025-10-01 00:00:00-04:00,1385,
m,det-01269-01,-73.661524,45.562217,Ahuntsic-Cartierville,Christophe-Colomb,Henri-Bourassa,3,Sud,2025-11-01 00:00:00-04:00,1180,
m,det-01269-01,-73.661524,45.562217,Ahuntsic-Cartierville,Christophe-Colomb,Henri-Bourassa,3,Sud,2025-12-01 00:00:00-05:00,715,
m,det-01269-01,-73.661524,45.562217,Ahuntsic-Cartierville,Christophe-Colomb,Henri-Bourassa,3,Sud,2026-01-01 00:00:00-05:00,729,
m,det-01269-01,-73.661524,45.562217,Ahuntsic-Cartierville,Christophe-Colomb,Henri-Bourassa,3,Sud,2026-02-01 00:00:00-05:00,945,
m,det-01269-01,-73.661524,45.562217,Ahuntsic-Cartierville,Christophe-Colomb,Henri-Bourassa,3,Sud,2026-03-01 00:00:00-05:00,496,
m,det-01269-01,-73.661524,45.562217,Ahuntsic-Cartierville,Christophe-Colomb,Henri-Bourassa,4,Nord,2025-06-01 00:00:00-04:00,7338,
m,det-01269-01,-73.661524,45.562217,Ahuntsic-Cartierville,Christophe-Colomb,Henri-Bourassa,4,Nord,2025-07-01 00:00:00-04:00,2008,
m,det-01269-01,-73.661524,45.562217,Ahuntsic-Cartierville,Christophe-Colomb,Henri-Bourassa,4,Nord,2025-08-01 00:00:00-04:00,4175,
m,det-01269-01,-73.661524,45.562217,Ahuntsic-Cartierville,Christophe-Colomb,Henri-Bourassa,4,Nord,2025-09-01 00:00:00-04:00,3265,
m,det-01269-01,-73.661524,45.562217,Ahuntsic-Cartierville,Christophe-Colomb,Henri-Bourassa,4,Nord,2025-10-01 00:00:00-04:00,813,
m,det-01269-01,-73.661524,45.562217,Ahuntsic-Cartierville,Christophe-Colomb,Henri-Bourassa,4,Nord,2025-11-01 00:00:00-04:00,600,
m,det-01269-01,-73.661524,45.562217,Ahuntsic-Cartierville,Christophe-Colomb,Henri-Bourassa,4,Nord,2025-12-01 00:00:00-05:00,654,
m,det-01269-01,-73.661524,45.562217,Ahuntsic-Cartierville,Christophe-Colomb,Henri-Bourassa,4,Nord,2026-01-01 00:00:00-05:00,675,
m,det-01269-01,-73.661524,45.562217,Ahuntsic-Cartierville,Christophe-Colomb,Henri-Bourassa,4,Nord,2026-02-01 00:00:00-05:00,809,
m,det-01269-01,-73.661524,45.562217,Ahuntsic-Cartierville,Christophe-Colomb,Henri-Bourassa,4,Nord,2026-03-01 00:00:00-05:00,410,
m,det-01340-01,-73.505879,45.642491,Rivière-des-Prairies–Pointe-aux-Trembles,Montigny,Saint-Jean-Baptiste,2,Nord,2025-06-01 00:00:00-04:00,458,
m,det-01340-01,-73.505879,45.642491,Rivière-des-Prairies–Pointe-aux-Trembles,Montigny,Saint-Jean-Baptiste,2,Nord,2025-07-01 00:00:00-04:00,758,
m,det-01340-01,-73.505879,45.642491,Rivière-des-Prairies–Pointe-aux-Trembles,Montigny,Saint-Jean-Baptiste,2,Nord,2025-08-01 00:00:00-04:00,1007,
m,det-01340-01,-73.505879,45.642491,Rivière-des-Prairies–Pointe-aux-Trembles,Montigny,Saint-Jean-Baptiste,2,Nord,2025-09-01 00:00:00-04:00,783,
m,det-01340-01,-73.505879,45.642491,Rivière-des-Prairies–Pointe-aux-Trembles,Montigny,Saint-Jean-Baptiste,2,Nord,2025-10-01 00:00:00-04:00,515,
m,det-01340-01,-73.505879,45.642491,Rivière-des-Prairies–Pointe-aux-Trembles,Montigny,Saint-Jean-Baptiste,2,Nord,2025-11-01 00:00:00-04:00,149,
m,det-01340-02,-73.505879,45.642491,Rivière-des-Prairies–Pointe-aux-Trembles,Montigny,Saint-Jean-Baptiste,2,Sud,2025-06-01 00:00:00-04:00,1161,
m,det-01340-02,-73.505879,45.642491,Rivière-des-Prairies–Pointe-aux-Trembles,Montigny,Saint-Jean-Baptiste,2,Sud,2025-07-01 00:00:00-04:00,1841,
m,det-01340-02,-73.505879,45.642491,Rivière-des-Prairies–Pointe-aux-Trembles,Montigny,Saint-Jean-Baptiste,2,Sud,2025-08-01 00:00:00-04:00,2391,
m,det-01340-02,-73.505879,45.642491,Rivière-des-Prairies–Pointe-aux-Trembles,Montigny,Saint-Jean-Baptiste,2,Sud,2025-09-01 00:00:00-04:00,1994,
m,det-01340-02,-73.505879,45.642491,Rivière-des-Prairies–Pointe-aux-Trembles,Montigny,Saint-Jean-Baptiste,2,Sud,2025-10-01 00:00:00-04:00,1258,
m,det-01340-02,-73.505879,45.642491,Rivière-des-Prairies–Pointe-aux-Trembles,Montigny,Saint-Jean-Baptiste,2,Sud,2025-11-01 00:00:00-04:00,230,
m,det-01364-01,-73.561977,45.473739,Le Sud-Ouest,Charlevoix,Wellington,3,Ouest,2025-06-01 00:00:00-04:00,9071,
m,det-01364-01,-73.561977,45.473739,Le Sud-Ouest,Charlevoix,Wellington,3,Ouest,2025-07-01 00:00:00-04:00,12532,
m,det-01364-01,-73.561977,45.473739,Le Sud-Ouest,Charlevoix,Wellington,3,Ouest,2025-08-01 00:00:00-04:00,11072,
m,det-01364-01,-73.561977,45.473739,Le Sud-Ouest,Charlevoix,Wellington,3,Ouest,2025-09-01 00:00:00-04:00,13143,
m,det-01364-01,-73.561977,45.473739,Le Sud-Ouest,Charlevoix,Wellington,3,Ouest,2025-10-01 00:00:00-04:00,7968,
m,det-01364-01,-73.561977,45.473739,Le Sud-Ouest,Charlevoix,Wellington,3,Ouest,2025-11-01 00:00:00-04:00,2567,
m,det-01364-01,-73.561977,45.473739,Le Sud-Ouest,Charlevoix,Wellington,3,Ouest,2025-12-01 00:00:00-05:00,902,
m,det-01364-01,-73.561977,45.473739,Le Sud-Ouest,Charlevoix,Wellington,3,Ouest,2026-01-01 00:00:00-05:00,565,
m,det-01364-01,-73.561977,45.473739,Le Sud-Ouest,Charlevoix,Wellington,3,Ouest,2026-02-01 00:00:00-05:00,653,
m,det-01364-01,-73.561977,45.473739,Le Sud-Ouest,Charlevoix,Wellington,3,Ouest,2026-03-01 00:00:00-05:00,904,
m,det-01364-01,-73.561977,45.473739,Le Sud-Ouest,Charlevoix,Wellington,3,Ouest,2026-04-01 00:00:00-04:00,1742,
m,det-01364-01,-73.561977,45.473739,Le Sud-Ouest,Charlevoix,Wellington,3,Ouest,2026-05-01 00:00:00-04:00,8568,
m,det-01364-01,-73.561977,45.473739,Le Sud-Ouest,Charlevoix,Wellington,4,Est,2025-06-01 00:00:00-04:00,5677,
m,det-01364-01,-73.561977,45.473739,Le Sud-Ouest,Charlevoix,Wellington,4,Est,2025-07-01 00:00:00-04:00,7565,
m,det-01364-01,-73.561977,45.473739,Le Sud-Ouest,Charlevoix,Wellington,4,Est,2025-08-01 00:00:00-04:00,5643,
m,det-01364-01,-73.561977,45.473739,Le Sud-Ouest,Charlevoix,Wellington,4,Est,2025-09-01 00:00:00-04:00,4242,
m,det-01364-01,-73.561977,45.473739,Le Sud-Ouest,Charlevoix,Wellington,4,Est,2025-10-01 00:00:00-04:00,1886,
m,det-01364-01,-73.561977,45.473739,Le Sud-Ouest,Charlevoix,Wellington,4,Est,2025-11-01 00:00:00-04:00,1165,
m,det-01364-01,-73.561977,45.473739,Le Sud-Ouest,Charlevoix,Wellington,4,Est,2025-12-01 00:00:00-05:00,426,
m,det-01364-01,-73.561977,45.473739,Le Sud-Ouest,Charlevoix,Wellington,4,Est,2026-01-01 00:00:00-05:00,278,
m,det-01364-01,-73.561977,45.473739,Le Sud-Ouest,Charlevoix,Wellington,4,Est,2026-02-01 00:00:00-05:00,279,
m,det-01364-01,-73.561977,45.473739,Le Sud-Ouest,Charlevoix,Wellington,4,Est,2026-03-01 00:00:00-05:00,331,
m,det-01364-01,-73.561977,45.473739,Le Sud-Ouest,Charlevoix,Wellington,4,Est,2026-04-01 00:00:00-04:00,1093,
m,det-01364-01,-73.561977,45.473739,Le Sud-Ouest,Charlevoix,Wellington,4,Est,2026-05-01 00:00:00-04:00,5313,
m,det-01452-01,-73.61071833,45.54389198,Rosemont–La Petite-Patrie,Jean-Talon,Normanville,1,Sud,2025-10-01 00:00:00-04:00,6162,18.67072379097696
m,det-01452-01,-73.61071833,45.54389198,Rosemont–La Petite-Patrie,Jean-Talon,Normanville,1,Sud,2025-11-01 00:00:00-04:00,6347,18.13990861824484
m,det-01452-01,-73.61071833,45.54389198,Rosemont–La Petite-Patrie,Jean-Talon,Normanville,1,Sud,2025-12-01 00:00:00-05:00,111,15.98198198198198
m,det-01452-01,-73.61071833,45.54389198,Rosemont–La Petite-Patrie,Jean-Talon,Normanville,1,Sud,2026-02-01 00:00:00-05:00,1482,15.855600539811066
m,det-01452-01,-73.61071833,45.54389198,Rosemont–La Petite-Patrie,Jean-Talon,Normanville,1,Sud,2026-03-01 00:00:00-05:00,1931,17.117555670636975
m,det-01452-01,-73.61071833,45.54389198,Rosemont–La Petite-Patrie,Jean-Talon,Normanville,1,Sud,2026-04-01 00:00:00-04:00,2725,18.310091743119266
m,det-01452-01,-73.61071833,45.54389198,Rosemont–La Petite-Patrie,Jean-Talon,Normanville,1,Sud,2026-05-01 00:00:00-04:00,9286,19.451216885634288
m,det-01454-01,-73.63049393,45.50985432,Côte-des-Neiges–Notre-Dame-de-Grâce,Darlington,Goyer,2,Est,2025-10-01 00:00:00-04:00,817,21.07833537331701
m,det-01487-03,-73.559387,45.496943,Le Sud-Ouest,Nazareth,William,4,Ouest,2025-06-01 00:00:00-04:00,3887,
m,det-01487-03,-73.559387,45.496943,Le Sud-Ouest,Nazareth,William,4,Ouest,2025-07-01 00:00:00-04:00,5245,
m,det-01487-03,-73.559387,45.496943,Le Sud-Ouest,Nazareth,William,4,Ouest,2025-08-01 00:00:00-04:00,5984,
m,det-01487-03,-73.559387,45.496943,Le Sud-Ouest,Nazareth,William,4,Ouest,2025-09-01 00:00:00-04:00,4782,
m,det-01487-03,-73.559387,45.496943,Le Sud-Ouest,Nazareth,William,4,Ouest,2025-10-01 00:00:00-04:00,4228,
m,det-01487-03,-73.559387,45.496943,Le Sud-Ouest,Nazareth,William,4,Ouest,2025-11-01 00:00:00-04:00,1647,
m,det-01487-03,-73.559387,45.496943,Le Sud-Ouest,Nazareth,William,4,Ouest,2025-12-01 00:00:00-05:00,563,
m,det-01487-03,-73.559387,45.496943,Le Sud-Ouest,Nazareth,William,4,Ouest,2026-01-01 00:00:00-05:00,150,
m,det-01487-03,-73.559387,45.496943,Le Sud-Ouest,Nazareth,William,4,Ouest,2026-02-01 00:00:00-05:00,301,
m,det-01487-03,-73.559387,45.496943,Le Sud-Ouest,Nazareth,William,4,Ouest,2026-03-01 00:00:00-05:00,419,
m,det-01487-03,-73.559387,45.496943,Le Sud-Ouest,Nazareth,William,4,Ouest,2026-04-01 00:00:00-04:00,816,
m,det-01487-03,-73.559387,45.496943,Le Sud-Ouest,Nazareth,William,4,Ouest,2026-05-01 00:00:00-04:00,3796,
m,det-01725-01,-73.56046209,45.4712685,Le Sud-Ouest,Gaétan-Laberge,Sortie A-15 Sud,1,Est,2025-10-01 00:00:00-04:00,3367,15.185031185031184
m,det-01725-01,-73.56046209,45.4712685,Le Sud-Ouest,Gaétan-Laberge,Sortie A-15 Sud,1,Est,2025-11-01 00:00:00-04:00,4338,13.606500691562932
m,det-01725-01,-73.56046209,45.4712685,Le Sud-Ouest,Gaétan-Laberge,Sortie A-15 Sud,1,Est,2025-12-01 00:00:00-05:00,1260,11.195238095238096
m,det-01725-01,-73.56046209,45.4712685,Le Sud-Ouest,Gaétan-Laberge,Sortie A-15 Sud,1,Est,2026-01-01 00:00:00-05:00,972,10.54835390946502
m,det-01725-01,-73.56046209,45.4712685,Le Sud-Ouest,Gaétan-Laberge,Sortie A-15 Sud,1,Est,2026-02-01 00:00:00-05:00,1279,11.18295543393276
m,det-01725-01,-73.56046209,45.4712685,Le Sud-Ouest,Gaétan-Laberge,Sortie A-15 Sud,1,Est,2026-03-01 00:00:00-05:00,1550,12.321290322580646
m,det-01725-01,-73.56046209,45.4712685,Le Sud-Ouest,Gaétan-Laberge,Sortie A-15 Sud,1,Est,2026-04-01 00:00:00-04:00,5249,15.144789483711182
m,det-01725-01,-73.56046209,45.4712685,Le Sud-Ouest,Gaétan-Laberge,Sortie A-15 Sud,1,Est,2026-05-01 00:00:00-04:00,21546,14.912234289427271
m,det-01725-01,-73.56046209,45.4712685,Le Sud-Ouest,Gaétan-Laberge,Sortie A-15 Sud,2,Ouest,2025-10-01 00:00:00-04:00,3423,17.531405200116858
m,det-01725-01,-73.56046209,45.4712685,Le Sud-Ouest,Gaétan-Laberge,Sortie A-15 Sud,2,Ouest,2025-11-01 00:00:00-04:00,4648,16.18050774526678
m,det-01725-01,-73.56046209,45.4712685,Le Sud-Ouest,Gaétan-Laberge,Sortie A-15 Sud,2,Ouest,2025-12-01 00:00:00-05:00,1457,12.955387783115992
m,det-01725-01,-73.56046209,45.4712685,Le Sud-Ouest,Gaétan-Laberge,Sortie A-15 Sud,2,Ouest,2026-01-01 00:00:00-05:00,1088,12.514705882352942
m,det-01725-01,-73.56046209,45.4712685,Le Sud-Ouest,Gaétan-Laberge,Sortie A-15 Sud,2,Ouest,2026-02-01 00:00:00-05:00,1455,12.90721649484536
m,det-01725-01,-73.56046209,45.4712685,Le Sud-Ouest,Gaétan-Laberge,Sortie A-15 Sud,2,Ouest,2026-03-01 00:00:00-05:00,1702,13.821974148061104
m,det-01725-01,-73.56046209,45.4712685,Le Sud-Ouest,Gaétan-Laberge,Sortie A-15 Sud,2,Ouest,2026-04-01 00:00:00-04:00,4918,17.034770231801545
m,det-01725-01,-73.56046209,45.4712685,Le Sud-Ouest,Gaétan-Laberge,Sortie A-15 Sud,2,Ouest,2026-05-01 00:00:00-04:00,20874,18.014659384880712
m,det-02047-01,-73.556138,45.512964,Ville-Marie,Berri,de la Gauchetiere,1,Sud,2025-06-01 00:00:00-04:00,51778,24.145622475991733
m,det-02047-01,-73.556138,45.512964,Ville-Marie,Berri,de la Gauchetiere,1,Sud,2025-07-01 00:00:00-04:00,68242,19.63584828233087
m,det-02047-01,-73.556138,45.512964,Ville-Marie,Berri,de la Gauchetiere,1,Sud,2025-08-01 00:00:00-04:00,78692,17.0051237737
m,det-02047-01,-73.556138,45.512964,Ville-Marie,Berri,de la Gauchetiere,1,Sud,2025-09-01 00:00:00-04:00,31330,16.726955855597048
m,det-02047-01,-73.556138,45.512964,Ville-Marie,Berri,de la Gauchetiere,1,Sud,2025-10-01 00:00:00-04:00,38555,17.798933990403317
m,det-02047-01,-73.556138,45.512964,Ville-Marie,Berri,de la Gauchetiere,1,Sud,2025-11-01 00:00:00-04:00,21905,17.3567678612189
m,det-02047-01,-73.556138,45.512964,Ville-Marie,Berri,de la Gauchetiere,1,Sud,2025-12-01 00:00:00-05:00,4231,15.120964311037584
m,det-02047-01,-73.556138,45.512964,Ville-Marie,Berri,de la Gauchetiere,1,Sud,2026-01-01 00:00:00-05:00,3026,15.1075677461996
m,det-02047-01,-73.556138,45.512964,Ville-Marie,Berri,de la Gauchetiere,1,Sud,2026-02-01 00:00:00-05:00,3045,14.10952380952381
m,det-02047-01,-73.556138,45.512964,Ville-Marie,Berri,de la Gauchetiere,1,Sud,2026-03-01 00:00:00-05:00,3014,15.350796284007968
m,det-02047-01,-73.556138,45.512964,Ville-Marie,Berri,de la Gauchetiere,1,Sud,2026-04-01 00:00:00-04:00,9411,16.59182784272051
m,det-02047-01,-73.556138,45.512964,Ville-Marie,Berri,de la Gauchetiere,1,Sud,2026-05-01 00:00:00-04:00,28035,16.91797752808989
m,det-02047-01,-73.556138,45.512964,Ville-Marie,Berri,de la Gauchetiere,2,Nord,2025-06-01 00:00:00-04:00,54035,20.29754567160863
m,det-02047-01,-73.556138,45.512964,Ville-Marie,Berri,de la Gauchetiere,2,Nord,2025-07-01 00:00:00-04:00,66907,11.481127985888968
m,det-02047-01,-73.556138,45.512964,Ville-Marie,Berri,de la Gauchetiere,2,Nord,2025-08-01 00:00:00-04:00,79377,9.875651637124106
m,det-02047-01,-73.556138,45.512964,Ville-Marie,Berri,de la Gauchetiere,2,Nord,2025-09-01 00:00:00-04:00,37173,9.65650875635542
m,det-02047-01,-73.556138,45.512964,Ville-Marie,Berri,de la Gauchetiere,2,Nord,2025-10-01 00:00:00-04:00,37026,8.835934208394102
m,det-02047-01,-73.556138,45.512964,Ville-Marie,Berri,de la Gauchetiere,2,Nord,2025-11-01 00:00:00-04:00,19792,8.54785772029103
m,det-02047-01,-73.556138,45.512964,Ville-Marie,Berri,de la Gauchetiere,2,Nord,2025-12-01 00:00:00-05:00,3939,7.914064483371412
m,det-02047-01,-73.556138,45.512964,Ville-Marie,Berri,de la Gauchetiere,2,Nord,2026-01-01 00:00:00-05:00,3318,7.627606992163954
m,det-02047-01,-73.556138,45.512964,Ville-Marie,Berri,de la Gauchetiere,2,Nord,2026-02-01 00:00:00-05:00,3466,7.943190998268897
m,det-02047-01,-73.556138,45.512964,Ville-Marie,Berri,de la Gauchetiere,2,Nord,2026-03-01 00:00:00-05:00,3363,8.333690157597385
m,det-02047-01,-73.556138,45.512964,Ville-Marie,Berri,de la Gauchetiere,2,Nord,2026-04-01 00:00:00-04:00,8205,8.76338817794028
m,det-02047-01,-73.556138,45.512964,Ville-Marie,Berri,de la Gauchetiere,2,Nord,2026-05-01 00:00:00-04:00,34775,8.786753328923531
m,det-08888-01,-73.647116,45.590608,Montréal-Nord,Henri-Bourassa,Saint-Vital,1,Ouest,2026-02-01 00:00:00-05:00,286,7.262237762237762
m,det-08888-01,-73.647116,45.590608,Montréal-Nord,Henri-Bourassa,Saint-Vital,1,Ouest,2026-03-01 00:00:00-05:00,199,13.462311557788944
m,det-08888-01,-73.647116,45.590608,Montréal-Nord,Henri-Bourassa,Saint-Vital,1,Ouest,2026-04-01 00:00:00-04:00,283,15.2226148409894
m,det-08888-01,-73.647116,45.590608,Montréal-Nord,Henri-Bourassa,Saint-Vital,1,Ouest,2026-05-01 00:00:00-04:00,1014,15.77120315581854
m,det-08888-02,-73.646846,45.590333,Montréal-Nord,Henri-Bourassa,Saint-Vital,1,Est,2026-02-01 00:00:00-05:00,478,4.08315565031983
m,det-08888-02,-73.646846,45.590333,Montréal-Nord,Henri-Bourassa,Saint-Vital,1,Est,2026-03-01 00:00:00-05:00,417,4.184019370460049
m,det-08888-02,-73.646846,45.590333,Montréal-Nord,Henri-Bourassa,Saint-Vital,1,Est,2026-04-01 00:00:00-04:00,325,5.131661442006269
m,det-08888-02,-73.646846,45.590333,Montréal-Nord,Henri-Bourassa,Saint-Vital,1,Est,2026-05-01 00:00:00-04:00,590,5.119170984455959
m,det-09500-01,-73.64629999,45.58138196,Montréal-Nord,Prieur,Saint-Michel,1,Est,2025-11-01 00:00:00-04:00,290,11.596551724137932
m,det-09500-01,-73.64629999,45.58138196,Montréal-Nord,Prieur,Saint-Michel,2,Ouest,2025-11-01 00:00:00-04:00,442,13.33710407239819
m,det-10471-01,-73.62223853,45.6041431,Montréal-Nord,Amos d',Jean-Meunier,2,Est,2025-10-01 00:00:00-04:00,188,
m,det-10471-01,-73.62223853,45.6041431,Montréal-Nord,Amos d',Jean-Meunier,2,Est,2025-11-01 00:00:00-04:00,361,
m,det-10471-01,-73.62223853,45.6041431,Montréal-Nord,Amos d',Jean-Meunier,2,Est,2025-12-01 00:00:00-05:00,305,
m,det-10471-01,-73.62223853,45.6041431,Montréal-Nord,Amos d',Jean-Meunier,2,Est,2026-01-01 00:00:00-05:00,235,
m,det-10471-01,-73.62223853,45.6041431,Montréal-Nord,Amos d',Jean-Meunier,2,Est,2026-02-01 00:00:00-05:00,156,
m,det-10471-01,-73.62223853,45.6041431,Montréal-Nord,Amos d',Jean-Meunier,2,Est,2026-03-01 00:00:00-05:00,156,
m,det-10471-01,-73.62223853,45.6041431,Montréal-Nord,Amos d',Jean-Meunier,2,Est,2026-04-01 00:00:00-04:00,183,
m,det-10471-01,-73.62223853,45.6041431,Montréal-Nord,Amos d',Jean-Meunier,2,Est,2026-05-01 00:00:00-04:00,429,
m,det-13259-02,-73.663422,45.507889,Saint-Laurent,Côte-de-Liesse,Lucerne,1,Sud,2025-10-01 00:00:00-04:00,3495,17.0967095851216
m,det-13259-02,-73.663422,45.507889,Saint-Laurent,Côte-de-Liesse,Lucerne,1,Sud,2025-11-01 00:00:00-04:00,3738,15.390583199571964
m,det-13259-02,-73.663422,45.507889,Saint-Laurent,Côte-de-Liesse,Lucerne,1,Sud,2025-12-01 00:00:00-05:00,1426,12.307854137447404
m,det-13259-02,-73.663422,45.507889,Saint-Laurent,Côte-de-Liesse,Lucerne,1,Sud,2026-01-01 00:00:00-05:00,950,10.678947368421053
m,det-13259-02,-73.663422,45.507889,Saint-Laurent,Côte-de-Liesse,Lucerne,1,Sud,2026-02-01 00:00:00-05:00,961,12.147762747138398
m,det-13259-02,-73.663422,45.507889,Saint-Laurent,Côte-de-Liesse,Lucerne,1,Sud,2026-03-01 00:00:00-05:00,1498,13.483311081441922
m,det-13259-02,-73.663422,45.507889,Saint-Laurent,Côte-de-Liesse,Lucerne,1,Sud,2026-04-01 00:00:00-04:00,1519,15.76958525345622
