agg_code,instance,longitude,latitude,arrondissement,rue_1,rue_2,numeroVoie,direction,periode,volume,vitesseMoyenne
m,det-00421-01,-73.57081,45.499119,Ville-Marie,Peel,René-Lévesque,3,Nord,2025-06-01 00:00:00-04:00,15253,26.87241854061496
m,det-00421-01,-73.57081,45.499119,Ville-Marie,Peel,René-Lévesque,3,Nord,2025-07-01 00:00:00-04:00,19931,26.434721525338684
m,det-00421-01,-73.57081,45.499119,Ville-Marie,Peel,René-Lévesque,3,Nord,2025-08-01 00:00:00-04:00,18600,26.696935483870966
m,det-00421-01,-73.57081,45.499119,Ville-Marie,Peel,René-Lévesque,3,Nord,2025-09-01 00:00:00-04:00,26452,26.55466505368214
m,det-00421-01,-73.57081,45.499119,Ville-Marie,Peel,René-Lévesque,3,Nord,2025-10-01 00:00:00-04:00,16265,25.65336612357824
m,det-00421-01,-73.57081,45.499119,Ville-Marie,Peel,René-Lévesque,3,Nord,2025-11-01 00:00:00-04:00,7529,23.82667020852703
m,det-00421-01,-73.57081,45.499119,Ville-Marie,Peel,René-Lévesque,3,Nord,2025-12-01 00:00:00-05:00,2903,19.682053048570445
m,det-00421-01,-73.57081,45.499119,Ville-Marie,Peel,René-Lévesque,3,Nord,2026-01-01 00:00:00-05:00,1900,18.807894736842105
m,det-00421-01,-73.57081,45.499119,Ville-Marie,Peel,René-Lévesque,3,Nord,2026-02-01 00:00:00-05:00,2923,19.90797126240164
m,det-00421-01,-73.57081,45.499119,Ville-Marie,Peel,René-Lévesque,3,Nord,2026-03-01 00:00:00-05:00,2461,22.06501422186103
m,det-00421-01,-73.57081,45.499119,Ville-Marie,Peel,René-Lévesque,3,Nord,2026-04-01 00:00:00-04:00,3802,26.636674559326494
m,det-00421-01,-73.57081,45.499119,Ville-Marie,Peel,René-Lévesque,3,Nord,2026-05-01 00:00:00-04:00,11053,26.645855953673543
m,det-00467-01,-73.560055,45.506221,Ville-Marie,Saint-Urbain,Viger,4,Ouest,2025-06-01 00:00:00-04:00,26480,
m,det-00467-01,-73.560055,45.506221,Ville-Marie,Saint-Urbain,Viger,4,Ouest,2025-07-01 00:00:00-04:00,34314,
m,det-00467-01,-73.560055,45.506221,Ville-Marie,Saint-Urbain,Viger,4,Ouest,2025-08-01 00:00:00-04:00,43651,
m,det-00467-01,-73.560055,45.506221,Ville-Marie,Saint-Urbain,Viger,4,Ouest,2025-09-01 00:00:00-04:00,41226,
m,det-00467-01,-73.560055,45.506221,Ville-Marie,Saint-Urbain,Viger,4,Ouest,2025-10-01 00:00:00-04:00,29057,
m,det-00467-01,-73.560055,45.506221,Ville-Marie,Saint-Urbain,Viger,4,Ouest,2025-11-01 00:00:00-04:00,14314,
m,det-00467-01,-73.560055,45.506221,Ville-Marie,Saint-Urbain,Viger,4,Ouest,2025-12-01 00:00:00-05:00,4093,
m,det-00467-01,-73.560055,45.506221,Ville-Marie,Saint-Urbain,Viger,4,Ouest,2026-01-01 00:00:00-05:00,2890,
m,det-00467-01,-73.560055,45.506221,Ville-Marie,Saint-Urbain,Viger,4,Ouest,2026-02-01 00:00:00-05:00,3995,
m,det-00467-01,-73.560055,45.506221,Ville-Marie,Saint-Urbain,Viger,4,Ouest,2026-03-01 00:00:00-05:00,3568,
m,det-00467-01,-73.560055,45.506221,Ville-Marie,Saint-Urbain,Viger,4,Ouest,2026-04-01 00:00:00-04:00,5011,
m,det-00467-01,-73.560055,45.506221,Ville-Marie,Saint-Urbain,Viger,4,Ouest,2026-05-01 00:00:00-04:00,19522,
m,det-00467-01,-73.560055,45.506221,Ville-Marie,Saint-Urbain,Viger,5,Est,2025-06-01 00:00:00-04:00,1606,
m,det-00467-01,-73.560055,45.506221,Ville-Marie,Saint-Urbain,Viger,5,Est,2025-07-01 00:00:00-04:00,2069,
m,det-00467-01,-73.560055,45.506221,Ville-Marie,Saint-Urbain,Viger,5,Est,2025-08-01 00:00:00-04:00,2477,
m,det-00467-01,-73.560055,45.506221,Ville-Marie,Saint-Urbain,Viger,5,Est,2025-09-01 00:00:00-04:00,1857,
m,det-00467-01,-73.560055,45.506221,Ville-Marie,Saint-Urbain,Viger,5,Est,2025-10-01 00:00:00-04:00,1540,
m,det-00467-01,-73.560055,45.506221,Ville-Marie,Saint-Urbain,Viger,5,Est,2025-11-01 00:00:00-04:00,1156,
m,det-00467-01,-73.560055,45.506221,Ville-Marie,Saint-Urbain,Viger,5,Est,2025-12-01 00:00:00-05:00,873,
m,det-00467-01,-73.560055,45.506221,Ville-Marie,Saint-Urbain,Viger,5,Est,2026-01-01 00:00:00-05:00,752,
m,det-00467-01,-73.560055,45.506221,Ville-Marie,Saint-Urbain,Viger,5,Est,2026-02-01 00:00:00-05:00,907,
m,det-00467-01,-73.560055,45.506221,Ville-Marie,Saint-Urbain,Viger,5,Est,2026-03-01 00:00:00-05:00,687,
m,det-00467-01,-73.560055,45.506221,Ville-Marie,Saint-Urbain,Viger,5,Est,2026-04-01 00:00:00-04:00,309,
m,det-00467-01,-73.560055,45.506221,Ville-Marie,Saint-Urbain,Viger,5,Est,2026-05-01 00:00:00-04:00,939,
m,det-00523-01,-73.590263,45.51577934,Ville-Marie,Côte-Sainte-Catherine,Mont-Royal,1,Ouest,2025-11-01 00:00:00-04:00,18,10.38888888888889
m,det-00523-01,-73.590263,45.51577934,Ville-Marie,Côte-Sainte-Catherine,Mont-Royal,1,Ouest,2025-12-01 00:00:00-05:00,14,9.714285714285714
m,det-00523-01,-73.590263,45.51577934,Ville-Marie,Côte-Sainte-Catherine,Mont-Royal,1,Ouest,2026-01-01 00:00:00-05:00,13,9.461538461538462
m,det-00523-01,-73.590263,45.51577934,Ville-Marie,Côte-Sainte-Catherine,Mont-Royal,1,Ouest,2026-02-01 00:00:00-05:00,29,9.79310344827586
m,det-00523-01,-73.590263,45.51577934,Ville-Marie,Côte-Sainte-Catherine,Mont-Royal,1,Ouest,2026-03-01 00:00:00-05:00,49,8.448979591836734
m,det-00523-01,-73.590263,45.51577934,Ville-Marie,Côte-Sainte-Catherine,Mont-Royal,1,Ouest,2026-04-01 00:00:00-04:00,242,7.268595041322314
m,det-00523-01,-73.590263,45.51577934,Ville-Marie,Côte-Sainte-Catherine,Mont-Royal,1,Ouest,2026-05-01 00:00:00-04:00,3849,5.880228630813198
m,det-00523-02,-73.590263,45.51577934,Ville-Marie,Côte-Sainte-Catherine,Mont-Royal,1,Est,2025-11-01 00:00:00-04:00,100,10.39
m,det-00523-02,-73.590263,45.51577934,Ville-Marie,Côte-Sainte-Catherine,Mont-Royal,1,Est,2025-12-01 00:00:00-05:00,272,10.297794117647058
m,det-00523-02,-73.590263,45.51577934,Ville-Marie,Côte-Sainte-Catherine,Mont-Royal,1,Est,2026-01-01 00:00:00-05:00,421,10.185273159144892
m,det-00523-02,-73.590263,45.51577934,Ville-Marie,Côte-Sainte-Catherine,Mont-Royal,1,Est,2026-02-01 00:00:00-05:00,457,10.310722100656456
m,det-00523-02,-73.590263,45.51577934,Ville-Marie,Côte-Sainte-Catherine,Mont-Royal,1,Est,2026-03-01 00:00:00-05:00,275,10.345454545454546
m,det-00523-02,-73.590263,45.51577934,Ville-Marie,Côte-Sainte-Catherine,Mont-Royal,1,Est,2026-04-01 00:00:00-04:00,39,9.82051282051282
m,det-00523-02,-73.590263,45.51577934,Ville-Marie,Côte-Sainte-Catherine,Mont-Royal,1,Est,2026-05-01 00:00:00-04:00,83,9.72289156626506
m,det-00709-01,-73.56949746,45.53055038,Le Plateau-Mont-Royal,Papineau,Rachel,2,Ouest,2025-10-01 00:00:00-04:00,2700,21.97888888888889
m,det-00709-01,-73.56949746,45.53055038,Le Plateau-Mont-Royal,Papineau,Rachel,2,Ouest,2025-11-01 00:00:00-04:00,25778,20.821514469702848
m,det-00709-01,-73.56949746,45.53055038,Le Plateau-Mont-Royal,Papineau,Rachel,2,Ouest,2025-12-01 00:00:00-05:00,9160,18.08231441048035
m,det-00709-01,-73.56949746,45.53055038,Le Plateau-Mont-Royal,Papineau,Rachel,2,Ouest,2026-01-01 00:00:00-05:00,7388,17.20536076891837
m,det-00709-01,-73.56949746,45.53055038,Le Plateau-Mont-Royal,Papineau,Rachel,2,Ouest,2026-02-01 00:00:00-05:00,9503,18.330106282226662
m,det-00709-01,-73.56949746,45.53055038,Le Plateau-Mont-Royal,Papineau,Rachel,2,Ouest,2026-03-01 00:00:00-05:00,8343,19.141435934316192
m,det-00709-01,-73.56949746,45.53055038,Le Plateau-Mont-Royal,Papineau,Rachel,2,Ouest,2026-04-01 00:00:00-04:00,14711,21.43857502209532
m,det-00709-01,-73.56949746,45.53055038,Le Plateau-Mont-Royal,Papineau,Rachel,2,Ouest,2026-05-01 00:00:00-04:00,39835,21.524036651186144
m,det-00709-01,-73.56949746,45.53055038,Le Plateau-Mont-Royal,Papineau,Rachel,3,Est,2025-10-01 00:00:00-04:00,3377,15.724607639917084
m,det-00709-01,-73.56949746,45.53055038,Le Plateau-Mont-Royal,Papineau,Rachel,3,Est,2025-11-01 00:00:00-04:00,23758,15.694502904284873
m,det-00709-01,-73.56949746,45.53055038,Le Plateau-Mont-Royal,Papineau,Rachel,3,Est,2025-12-01 00:00:00-05:00,9568,14.738189799331105
m,det-00709-01,-73.56949746,45.53055038,Le Plateau-Mont-Royal,Papineau,Rachel,3,Est,2026-01-01 00:00:00-05:00,7949,14.01195269250126
m,det-00709-01,-73.56949746,45.53055038,Le Plateau-Mont-Royal,Papineau,Rachel,3,Est,2026-02-01 00:00:00-05:00,9938,14.643187764137654
m,det-00709-01,-73.56949746,45.53055038,Le Plateau-Mont-Royal,Papineau,Rachel,3,Est,2026-03-01 00:00:00-05:00,8881,15.19795068122959
m,det-00709-01,-73.56949746,45.53055038,Le Plateau-Mont-Royal,Papineau,Rachel,3,Est,2026-04-01 00:00:00-04:00,12356,17.07065393331175
m,det-00709-01,-73.56949746,45.53055038,Le Plateau-Mont-Royal,Papineau,Rachel,3,Est,2026-05-01 00:00:00-04:00,39274,17.47570912053776
m,det-00717-01,-73.545473,45.523579,Ville-Marie,De Lorimier/Viger,Notre-Dame,5,Est,2025-06-01 00:00:00-04:00,402,
m,det-00717-01,-73.545473,45.523579,Ville-Marie,De Lorimier/Viger,Notre-Dame,5,Est,2025-07-01 00:00:00-04:00,447,
m,det-00717-01,-73.545473,45.523579,Ville-Marie,De Lorimier/Viger,Notre-Dame,5,Est,2025-08-01 00:00:00-04:00,536,
m,det-00717-01,-73.545473,45.523579,Ville-Marie,De Lorimier/Viger,Notre-Dame,5,Est,2025-09-01 00:00:00-04:00,365,
m,det-00717-01,-73.545473,45.523579,Ville-Marie,De Lorimier/Viger,Notre-Dame,5,Est,2025-10-01 00:00:00-04:00,274,
m,det-00717-01,-73.545473,45.523579,Ville-Marie,De Lorimier/Viger,Notre-Dame,5,Est,2025-11-01 00:00:00-04:00,164,
m,det-00717-01,-73.545473,45.523579,Ville-Marie,De Lorimier/Viger,Notre-Dame,5,Est,2025-12-01 00:00:00-05:00,70,
m,det-00717-01,-73.545473,45.523579,Ville-Marie,De Lorimier/Viger,Notre-Dame,5,Est,2026-01-01 00:00:00-05:00,91,
m,det-00717-01,-73.545473,45.523579,Ville-Marie,De Lorimier/Viger,Notre-Dame,5,Est,2026-02-01 00:00:00-05:00,108,
m,det-00717-01,-73.545473,45.523579,Ville-Marie,De Lorimier/Viger,Notre-Dame,5,Est,2026-03-01 00:00:00-05:00,109,
m,det-00717-01,-73.545473,45.523579,Ville-Marie,De Lorimier/Viger,Notre-Dame,5,Est,2026-04-01 00:00:00-04:00,74,
m,det-00717-01,-73.545473,45.523579,Ville-Marie,De Lorimier/Viger,Notre-Dame,5,Est,2026-05-01 00:00:00-04:00,186,
m,det-00789-01,-73.55484615,45.55174068,Rosemont–La Petite-Patrie,Bourbonnière,Sherbrooke,2,Nord,2025-10-01 00:00:00-04:00,4766,25.42656315568611
m,det-00789-01,-73.55484615,45.55174068,Rosemont–La Petite-Patrie,Bourbonnière,Sherbrooke,2,Nord,2025-11-01 00:00:00-04:00,6440,23.4138198757764
m,det-00789-01,-73.55484615,45.55174068,Rosemont–La Petite-Patrie,Bourbonnière,Sherbrooke,2,Nord,2025-12-01 00:00:00-05:00,2176,21.36902573529412
m,det-00789-01,-73.55484615,45.55174068,Rosemont–La Petite-Patrie,Bourbonnière,Sherbrooke,2,Nord,2026-01-01 00:00:00-05:00,1297,21.17270624518119
m,det-00789-01,-73.55484615,45.55174068,Rosemont–La Petite-Patrie,Bourbonnière,Sherbrooke,2,Nord,2026-02-01 00:00:00-05:00,2007,20.904334828101643
m,det-00789-01,-73.55484615,45.55174068,Rosemont–La Petite-Patrie,Bourbonnière,Sherbrooke,2,Nord,2026-03-01 00:00:00-05:00,2053,22.162201656113005
m,det-00789-01,-73.55484615,45.55174068,Rosemont–La Petite-Patrie,Bourbonnière,Sherbrooke,2,Nord,2026-04-01 00:00:00-04:00,3717,23.87220877051385
m,det-00789-01,-73.55484615,45.55174068,Rosemont–La Petite-Patrie,Bourbonnière,Sherbrooke,2,Nord,2026-05-01 00:00:00-04:00,12412,23.22937479858202
m,det-00789-01,-73.55484615,45.55174068,Rosemont–La Petite-Patrie,Bourbonnière,Sherbrooke,3,Sud,2025-10-01 00:00:00-04:00,3349,23.016124216183936
m,det-00789-01,-73.55484615,45.55174068,Rosemont–La Petite-Patrie,Bourbonnière,Sherbrooke,3,Sud,2025-11-01 00:00:00-04:00,5185,21.73153326904532
m,det-00789-01,-73.55484615,45.55174068,Rosemont–La Petite-Patrie,Bourbonnière,Sherbrooke,3,Sud,2025-12-01 00:00:00-05:00,2045,20.60048899755501
m,det-00789-01,-73.55484615,45.55174068,Rosemont–La Petite-Patrie,Bourbonnière,Sherbrooke,3,Sud,2026-01-01 00:00:00-05:00,1487,18.54068594485541
m,det-00789-01,-73.55484615,45.55174068,Rosemont–La Petite-Patrie,Bourbonnière,Sherbrooke,3,Sud,2026-02-01 00:00:00-05:00,2194,20.09115770282589
m,det-00789-01,-73.55484615,45.55174068,Rosemont–La Petite-Patrie,Bourbonnière,Sherbrooke,3,Sud,2026-03-01 00:00:00-05:00,1882,21.56801275239108
m,det-00789-01,-73.55484615,45.55174068,Rosemont–La Petite-Patrie,Bourbonnière,Sherbrooke,3,Sud,2026-04-01 00:00:00-04:00,3350,22.400298507462686
m,det-00789-01,-73.55484615,45.55174068,Rosemont–La Petite-Patrie,Bourbonnière,Sherbrooke,3,Sud,2026-05-01 00:00:00-04:00,10138,23.09321365160781
m,det-00967-13,-73.509491,45.583635,Mercier–Hochelaga-Maisonneuve,Boucherville,Notre-Dame,5,Ouest,2025-06-01 00:00:00-04:00,3904,22.01818647540984
m,det-00967-13,-73.509491,45.583635,Mercier–Hochelaga-Maisonneuve,Boucherville,Notre-Dame,5,Ouest,2025-07-01 00:00:00-04:00,4500,18.432859048465986
m,det-00967-13,-73.509491,45.583635,Mercier–Hochelaga-Maisonneuve,Boucherville,Notre-Dame,5,Ouest,2025-08-01 00:00:00-04:00,5089,18.49330972058245
m,det-00967-13,-73.509491,45.583635,Mercier–Hochelaga-Maisonneuve,Boucherville,Notre-Dame,5,Ouest,2025-09-01 00:00:00-04:00,3887,17.879958246346554
m,det-00967-13,-73.509491,45.583635,Mercier–Hochelaga-Maisonneuve,Boucherville,Notre-Dame,5,Ouest,2025-10-01 00:00:00-04:00,2636,18.79601226993865
m,det-00967-13,-73.509491,45.583635,Mercier–Hochelaga-Maisonneuve,Boucherville,Notre-Dame,5,Ouest,2025-11-01 00:00:00-04:00,1039,18.56547041707081
m,det-00967-13,-73.509491,45.583635,Mercier–Hochelaga-Maisonneuve,Boucherville,Notre-Dame,5,Ouest,2025-12-01 00:00:00-05:00,368,15.972677595628417
m,det-00967-13,-73.509491,45.583635,Mercier–Hochelaga-Maisonneuve,Boucherville,Notre-Dame,5,Ouest,2026-01-01 00:00:00-05:00,231,15.899563318777291
m,det-00967-13,-73.509491,45.583635,Mercier–Hochelaga-Maisonneuve,Boucherville,Notre-Dame,5,Ouest,2026-02-01 00:00:00-05:00,74,17.945945945945947
m,det-00967-13,-73.509491,45.583635,Mercier–Hochelaga-Maisonneuve,Boucherville,Notre-Dame,6,Est,2025-06-01 00:00:00-04:00,5072,29.00631039242753
m,det-00967-13,-73.509491,45.583635,Mercier–Hochelaga-Maisonneuve,Boucherville,Notre-Dame,6,Est,2025-07-01 00:00:00-04:00,4341,22.495047224141903
m,det-00967-13,-73.509491,45.583635,Mercier–Hochelaga-Maisonneuve,Boucherville,Notre-Dame,6,Est,2025-08-01 00:00:00-04:00,5332,22.2957957957958
m,det-00967-13,-73.509491,45.583635,Mercier–Hochelaga-Maisonneuve,Boucherville,Notre-Dame,6,Est,2025-09-01 00:00:00-04:00,4073,21.78255497899679
m,det-00967-13,-73.509491,45.583635,Mercier–Hochelaga-Maisonneuve,Boucherville,Notre-Dame,6,Est,2025-10-01 00:00:00-04:00,2669,21.432177844762624
m,det-00967-13,-73.509491,45.583635,Mercier–Hochelaga-Maisonneuve,Boucherville,Notre-Dame,6,Est,2025-11-01 00:00:00-04:00,996,19.23678861788618
m,det-00967-13,-73.509491,45.583635,Mercier–Hochelaga-Maisonneuve,Boucherville,Notre-Dame,6,Est,2025-12-01 00:00:00-05:00,396,15.65038560411311
m,det-00967-13,-73.509491,45.583635,Mercier–Hochelaga-Maisonneuve,Boucherville,Notre-Dame,6,Est,2026-01-01 00:00:00-05:00,316,13.209677419354838
m,det-00967-13,-73.509491,45.583635,Mercier–Hochelaga-Maisonneuve,Boucherville,Notre-Dame,6,Est,2026-02-01 00:00:00-05:00,68,16.865671641791046
m,det-00970-01,-73.508203,45.585309,Mercier–Hochelaga-Maisonneuve,Notre-Dame,Curatteau,3,Ouest,2025-06-01 00:00:00-04:00,310,
m,det-00970-01,-73.508203,45.585309,Mercier–Hochelaga-Maisonneuve,Notre-Dame,Curatteau,3,Ouest,2025-07-01 00:00:00-04:00,536,
m,det-00970-01,-73.508203,45.585309,Mercier–Hochelaga-Maisonneuve,Notre-Dame,Curatteau,3,Ouest,2025-08-01 00:00:00-04:00,1478,
m,det-00970-01,-73.508203,45.585309,Mercier–Hochelaga-Maisonneuve,Notre-Dame,Curatteau,3,Ouest,2025-09-01 00:00:00-04:00,1914,
m,det-00970-01,-73.508203,45.585309,Mercier–Hochelaga-Maisonneuve,Notre-Dame,Curatteau,3,Ouest,2025-10-01 00:00:00-04:00,3303,
m,det-00970-01,-73.508203,45.585309,Mercier–Hochelaga-Maisonneuve,Notre-Dame,Curatteau,3,Ouest,2025-11-01 00:00:00-04:00,3705,
m,det-00970-01,-73.508203,45.585309,Mercier–Hochelaga-Maisonneuve,Notre-Dame,Curatteau,3,Ouest,2025-12-01 00:00:00-05:00,3058,
m,det-00970-01,-73.508203,45.585309,Mercier–Hochelaga-Maisonneuve,Notre-Dame,Curatteau,3,Ouest,2026-01-01 00:00:00-05:00,1310,
m,det-00970-01,-73.508203,45.585309,Mercier–Hochelaga-Maisonneuve,Notre-Dame,Curatteau,3,Ouest,2026-02-01 00:00:00-05:00,79,
m,det-00970-01,-73.508203,45.585309,Mercier–Hochelaga-Maisonneuve,Notre-Dame,Curatteau,4,Est,2025-06-01 00:00:00-04:00,1122,
m,det-00970-01,-73.508203,45.585309,Mercier–Hochelaga-Maisonneuve,Notre-Dame,Curatteau,4,Est,2025-07-01 00:00:00-04:00,1444,
m,det-00970-01,-73.508203,45.585309,Mercier–Hochelaga-Maisonneuve,Notre-Dame,Curatteau,4,Est,2025-08-01 00:00:00-04:00,2149,
m,det-00970-01,-73.508203,45.585309,Mercier–Hochelaga-Maisonneuve,Notre-Dame,Curatteau,4,Est,2025-09-01 00:00:00-04:00,2606,
m,det-00970-01,-73.508203,45.585309,Mercier–Hochelaga-Maisonneuve,Notre-Dame,Curatteau,4,Est,2025-10-01 00:00:00-04:00,3032,
m,det-00970-01,-73.508203,45.585309,Mercier–Hochelaga-Maisonneuve,Notre-Dame,Curatteau,4,Est,2025-11-01 00:00:00-04:00,3171,
m,det-00970-01,-73.508203,45.585309,Mercier–Hochelaga-Maisonneuve,Notre-Dame,Curatteau,4,Est,2025-12-01 00:00:00-05:00,2345,
m,det-00970-01,-73.508203,45.585309,Mercier–Hochelaga-Maisonneuve,Notre-Dame,Curatteau,4,Est,2026-01-01 00:00:00-05:00,1080,
m,det-00970-01,-73.508203,45.585309,Mercier–Hochelaga-Maisonneuve,Notre-Dame,Curatteau,4,Est,2026-02-01 00:00:00-05:00,64,
m,det-00974-01,-73.514824,45.577387,Mercier–Hochelaga-Maisonneuve,Haig,Notre-Dame,5,Est,2025-06-01 00:00:00-04:00,426,
m,det-00974-01,-73.514824,45.577387,Mercier–Hochelaga-Maisonneuve,Haig,Notre-Dame,5,Est,2025-07-01 00:00:00-04:00,1432,
m,det-00974-01,-73.514824,45.577387,Mercier–Hochelaga-Maisonneuve,Haig,Notre-Dame,5,Est,2025-08-01 00:00:00-04:00,2217,
m,det-00974-01,-73.514824,45.577387,Mercier–Hochelaga-Maisonneuve,Haig,Notre-Dame,5,Est,2025-09-01 00:00:00-04:00,1856,
m,det-00974-01,-73.514824,45.577387,Mercier–Hochelaga-Maisonneuve,Haig,Notre-Dame,5,Est,2025-10-01 00:00:00-04:00,2071,
m,det-00974-01,-73.514824,45.577387,Mercier–Hochelaga-Maisonneuve,Haig,Notre-Dame,5,Est,2025-11-01 00:00:00-04:00,1063,
m,det-00974-01,-73.514824,45.577387,Mercier–Hochelaga-Maisonneuve,Haig,Notre-Dame,5,Est,2025-12-01 00:00:00-05:00,434,
m,det-00974-01,-73.514824,45.577387,Mercier–Hochelaga-Maisonneuve,Haig,Notre-Dame,5,Est,2026-01-01 00:00:00-05:00,236,
m,det-00974-01,-73.514824,45.577387,Mercier–Hochelaga-Maisonneuve,Haig,Notre-Dame,5,Est,2026-02-01 00:00:00-05:00,241,
m,det-00974-01,-73.514824,45.577387,Mercier–Hochelaga-Maisonneuve,Haig,Notre-Dame,5,Est,2026-03-01 00:00:00-05:00,259,
m,det-00974-01,-73.514824,45.577387,Mercier–Hochelaga-Maisonneuve,Haig,Notre-Dame,5,Est,2026-04-01 00:00:00-04:00,475,
m,det-00974-01,-73.514824,45.577387,Mercier–Hochelaga-Maisonneuve,Haig,Notre-Dame,5,Est,2026-05-01 00:00:00-04:00,1144,
m,det-00974-01,-73.514824,45.577387,Mercier–Hochelaga-Maisonneuve,Haig,Notre-Dame,6,Ouest,2025-06-01 00:00:00-04:00,2908,
m,det-00974-01,-73.514824,45.577387,Mercier–Hochelaga-Maisonneuve,Haig,Notre-Dame,6,Ouest,2025-07-01 00:00:00-04:00,3101,
m,det-00974-01,-73.514824,45.577387,Mercier–Hochelaga-Maisonneuve,Haig,Notre-Dame,6,Ouest,2025-08-01 00:00:00-04:00,3718,
m,det-00974-01,-73.514824,45.577387,Mercier–Hochelaga-Maisonneuve,Haig,Notre-Dame,6,Ouest,2025-09-01 00:00:00-04:00,2623,
m,det-00974-01,-73.514824,45.577387,Mercier–Hochelaga-Maisonneuve,Haig,Notre-Dame,6,Ouest,2025-10-01 00:00:00-04:00,1944,
m,det-00974-01,-73.514824,45.577387,Mercier–Hochelaga-Maisonneuve,Haig,Notre-Dame,6,Ouest,2025-11-01 00:00:00-04:00,903,
m,det-00974-01,-73.514824,45.577387,Mercier–Hochelaga-Maisonneuve,Haig,Notre-Dame,6,Ouest,2025-12-01 00:00:00-05:00,528,
m,det-00974-01,-73.514824,45.577387,Mercier–Hochelaga-Maisonneuve,Haig,Notre-Dame,6,Ouest,2026-01-01 00:00:00-05:00,211,
m,det-00974-01,-73.514824,45.577387,Mercier–Hochelaga-Maisonneuve,Haig,Notre-Dame,6,Ouest,2026-02-01 00:00:00-05:00,227,
m,det-00974-01,-73.514824,45.577387,Mercier–Hochelaga-Maisonneuve,Haig,Notre-Dame,6,Ouest,2026-03-01 00:00:00-05:00,279,
m,det-00974-01,-73.514824,45.577387,Mercier–Hochelaga-Maisonneuve,Haig,Notre-Dame,6,Ouest,2026-04-01 00:00:00-04:00,412,
m,det-00974-01,-73.514824,45.577387,Mercier–Hochelaga-Maisonneuve,Haig,Notre-Dame,6,Ouest,2026-05-01 00:00:00-04:00,1850,
m,det-00976-02,-73.508827,45.588384,Mercier–Hochelaga-Maisonneuve,Honoré-Beaugrand,Notre-Dame,3,Est,2025-06-01 00:00:00-04:00,2277,
m,det-00976-02,-73.508827,45.588384,Mercier–Hochelaga-Maisonneuve,Honoré-Beaugrand,Notre-Dame,3,Est,2025-07-01 00:00:00-04:00,2207,
m,det-00976-02,-73.508827,45.588384,Mercier–Hochelaga-Maisonneuve,Honoré-Beaugrand,Notre-Dame,3,Est,2025-08-01 00:00:00-04:00,2710,
m,det-00976-02,-73.508827,45.588384,Mercier–Hochelaga-Maisonneuve,Honoré-Beaugrand,Notre-Dame,3,Est,2025-09-01 00:00:00-04:00,3560,
m,det-00976-02,-73.508827,45.588384,Mercier–Hochelaga-Maisonneuve,Honoré-Beaugrand,Notre-Dame,3,Est,2025-10-01 00:00:00-04:00,2945,
m,det-00976-02,-73.508827,45.588384,Mercier–Hochelaga-Maisonneuve,Honoré-Beaugrand,Notre-Dame,3,Est,2025-11-01 00:00:00-04:00,850,
m,det-00976-02,-73.508827,45.588384,Mercier–Hochelaga-Maisonneuve,Honoré-Beaugrand,Notre-Dame,3,Est,2025-12-01 00:00:00-05:00,692,
m,det-00976-02,-73.508827,45.588384,Mercier–Hochelaga-Maisonneuve,Honoré-Beaugrand,Notre-Dame,3,Est,2026-01-01 00:00:00-05:00,428,
m,det-00976-02,-73.508827,45.588384,Mercier–Hochelaga-Maisonneuve,Honoré-Beaugrand,Notre-Dame,3,Est,2026-02-01 00:00:00-05:00,132,
m,det-00976-02,-73.508827,45.588384,Mercier–Hochelaga-Maisonneuve,Honoré-Beaugrand,Notre-Dame,4,Ouest,2025-06-01 00:00:00-04:00,141,
m,det-00976-02,-73.508827,45.588384,Mercier–Hochelaga-Maisonneuve,Honoré-Beaugrand,Notre-Dame,4,Ouest,2025-07-01 00:00:00-04:00,111,
m,det-00976-02,-73.508827,45.588384,Mercier–Hochelaga-Maisonneuve,Honoré-Beaugrand,Notre-Dame,4,Ouest,2025-08-01 00:00:00-04:00,42,
m,det-00976-02,-73.508827,45.588384,Mercier–Hochelaga-Maisonneuve,Honoré-Beaugrand,Notre-Dame,4,Ouest,2025-09-01 00:00:00-04:00,120,
m,det-00976-02,-73.508827,45.588384,Mercier–Hochelaga-Maisonneuve,Honoré-Beaugrand,Notre-Dame,4,Ouest,2025-10-01 00:00:00-04:00,107,
m,det-00976-02,-73.508827,45.588384,Mercier–Hochelaga-Maisonneuve,Honoré-Beaugrand,Notre-Dame,4,Ouest,2025-11-01 00:00:00-04:00,105,
m,det-00976-02,-73.508827,45.588384,Mercier–Hochelaga-Maisonneuve,Honoré-Beaugrand,Notre-Dame,4,Ouest,2025-12-01 00:00:00-05:00,70,
m,det-00976-02,-73.508827,45.588384,Mercier–Hochelaga-Maisonneuve,Honoré-Beaugrand,Notre-Dame,4,Ouest,2026-01-01 00:00:00-05:00,36,
m,det-00976-02,-73.508827,45.588384,Mercier–Hochelaga-Maisonneuve,Honoré-Beaugrand,Notre-Dame,4,Ouest,2026-02-01 00:00:00-05:00,6,
m,det-01020-01,-73.60202333,45.55361831,Villeray–Saint-Michel–Parc-Extension,Iberville,Jean-Talon,1,Est,2025-10-01 00:00:00-04:00,1676,19.22792362768497
m,det-01020-01,-73.60202333,45.55361831,Villeray–Saint-Michel–Parc-Extension,Iberville,Jean-Talon,1,Est,2025-11-01 00:00:00-04:00,3186,17.325800376647834
